year,coef,se,ci_low,ci_high,pval,pval_wbt
2017,0.003737214479182695,0.005663122632924018,-0.008408975555958764,0.015883404514324153,0.5093044219657572,0.22752275227522753
2018,0.0048579704639227705,0.0048343516051230495,-0.005510682503459214,0.015226623431304754,0.3149519241150086,0.28782878287828784
2019,0.0,0.0,0.0,0.0,,
2022,-0.006300797657832997,0.005552388191937451,-0.018209485938052446,0.005607890622386454,0.25646308606750023,0.9098909890989099
2023,-0.0017947913638648493,0.0073367222128867355,-0.01753049549901517,0.013940912771285473,0.8067419821960464,0.6472647264726472
2024,0.0017515907370250715,0.007430267180702816,-0.014184747399818879,0.01768792887386902,0.8136365645907454,0.8445844584458446
2025,0.0022496831066742126,0.00817918511751278,-0.015292924251382616,0.019792290464731042,0.7832779899862109,0.8930893089308931
