drgn2,pop,poor_hh_sim,rmi_exp_sim,imv_exp_sim,post_exp_sim,rmi_rec_sim,imv_rec_sim,post_rec_sim,rmi_mean_sim,imv_mean_sim,rmi_avg_benefit_sim,post_avg_benefit_sim,rmi_coverage_sim,post_coverage_sim,avg_rmi_exp_admin,avg_titulares_admin,avg_pop_admin,rmi_avg_benefit_admin,rmi_coverage_admin,delta_benefit_hybrid,delta_cov_hybrid,delta_benefit_sim,delta_cov_sim,level_benefit_admin,level_cov_admin,delta_exp_hybrid,delta_exp_sim,delta_exp_admin,delta_cov_admin,delta_mean
21,2149662.286667,93809.0,368848783.666667,381369391.333333,381369391.333333,45441.333333,37438.666667,37438.666667,683.74,848.91,8204.873333,10186.903333,0.485107,0.399166,443159489.33,71679.0,2192972.67,6182.556806456563,0.7640951294651899,4004.3465,-0.364929,1982.03,-0.085941,-6182.5568,-0.764095,4004.3465,1982.03,-6182.5568,-0.764095,165.17
