year,scenario,idhh,dwt,n_person_rows,combined_first,weighted_monthly_expenditure,expenditure_share,yds,bsa00_s_first,bsa00_s_maximum,bsa00_s_sum_all_rows,bsa00_s_sum_unique_positive,bsarg_s_first,bsarg_s_maximum,bsarg_s_sum_all_rows,bsarg_s_sum_unique_positive,bsa00_s_n_positive_rows,bsa00_s_n_unique_positive,bsarg_s_n_positive_rows,bsarg_s_n_unique_positive,imv_only_first,combined_maximum,imv_only_maximum,combined_sum_all_rows,imv_only_sum_all_rows,combined_sum_unique_positive,imv_only_sum_unique_positive
2018,combined_first,3106,831.55,3,1338.49,1113021.3595,0.034366591281810493,2304.48,886.85,886.85,886.85,886.85,451.64,451.64,451.64,451.64,1,1,1,1,,,,,,,
2018,combined_first,13126,986.17,2,1119.41,1103928.5597,0.03408583428495079,2325.35,0.0,0.0,0.0,0.0,1119.41,1119.41,1119.41,1119.41,0,0,1,1,,,,,,,
2018,combined_first,18258,911.67,2,1120.63,1021644.7521,0.03154516966898091,1716.54,0.0,0.0,0.0,0.0,1120.63,1120.63,1120.63,1120.63,0,0,1,1,,,,,,,
2018,combined_first,18313,1533.06,3,570.36,874396.1015999999,0.026998595476725562,3393.44,0.0,0.0,0.0,0.0,570.36,570.36,570.36,570.36,0,0,1,1,,,,,,,
2018,combined_first,11578,643.31,2,1130.0,726940.2999999999,0.022445625111452948,947.23,0.0,0.0,0.0,0.0,1130.0,1130.0,1130.0,1130.0,0,0,1,1,,,,,,,
2018,combined_first,1153,826.77,1,878.9,726648.1529999999,0.02243660453295505,1496.23,0.0,0.0,0.0,0.0,878.9,878.9,878.9,878.9,0,0,1,1,,,,,,,
2018,combined_first,14987,776.87,1,880.0,683645.6,0.021108821242534385,754.03,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,,,,,,
2018,combined_first,3099,733.81,1,880.0,645752.7999999999,0.01993881101855414,1846.13,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,,,,,,
2018,combined_first,4,1073.73,3,576.44,618940.9212000001,0.01911094471360653,1710.42,0.0,0.0,0.0,0.0,576.44,576.44,576.44,576.44,0,0,1,1,,,,,,,
2018,combined_first,3108,538.67,2,1118.87,602701.7028999999,0.018609528839338932,2169.24,0.0,0.0,0.0,0.0,1118.87,1118.87,1118.87,1118.87,0,0,1,1,,,,,,,
2018,combined_first,11700,596.77,1,880.0,525157.6,0.01621521136471642,816.48,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,,,,,,
2018,imv_only_first,13124,2163.96,3,,1453878.1656,0.36084546958185176,1934.83,671.86,671.86,671.86,671.86,451.64,451.64,451.64,451.64,1,1,1,1,671.86,,,,,,
2018,imv_only_first,15021,1943.27,2,,1144663.7607999998,0.2840999624674495,2670.71,589.04,589.04,589.04,589.04,481.33,481.33,481.33,481.33,1,1,1,1,589.04,,,,,,
2018,imv_only_first,3106,831.55,3,,737460.1174999999,0.18303400428835429,2304.48,886.85,886.85,886.85,886.85,451.64,451.64,451.64,451.64,1,1,1,1,886.85,,,,,,
2018,imv_only_first,18259,1859.51,4,,336273.7884,0.08346151414495544,2613.32,180.84,180.84,180.84,180.84,0.0,0.0,0.0,0.0,1,1,0,0,180.84,,,,,,
2018,imv_only_first,11630,380.36,1,,210825.9408,0.052325970227784596,0.0,554.28,554.28,554.28,554.28,381.02,381.02,381.02,381.02,1,1,1,1,554.28,,,,,,
2018,imv_only_first,11740,263.38,1,,145986.2664,0.036233079289604335,0.0,554.28,554.28,554.28,554.28,381.02,381.02,381.02,381.02,1,1,1,1,554.28,,,,,,
2018,combined_maximum,15012,4170.89,2,,4713105.7,0.13202547396159417,2243.61,0.0,0.0,0.0,0.0,1130.0,1130.0,1130.0,1130.0,0,0,1,1,,1130.0,,,,,
2018,combined_maximum,13124,2163.96,3,,2431209.06,0.06810403773592895,1934.83,671.86,671.86,671.86,671.86,451.64,451.64,451.64,451.64,1,1,1,1,,1123.5,,,,,
2018,combined_maximum,18283,2800.09,1,,2202158.7814,0.06168778621982139,2492.83,0.0,0.0,0.0,0.0,786.46,786.46,786.46,786.46,0,0,1,1,,786.46,,,,,
2018,combined_maximum,15021,1943.27,2,,2080017.9098999999,0.058266325408987095,2670.71,589.04,589.04,589.04,589.04,481.33,481.33,481.33,481.33,1,1,1,1,,1070.37,,,,,
2018,combined_maximum,15034,2359.65,1,,2076492.0,0.058167556156752134,1350.29,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,880.0,,,,,
2018,combined_maximum,15075,1621.52,3,,2026900.0,0.056778364459926116,3084.38,0.0,0.0,0.0,0.0,1250.0,1250.0,1250.0,1250.0,0,0,1,1,,1250.0,,,,,
2018,combined_maximum,18266,2017.42,1,,1775329.6,0.04973126995179577,1863.33,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,880.0,,,,,
2018,combined_maximum,7871,1082.39,3,,1422260.4600000002,0.03984095059194937,294.32,0.0,0.0,0.0,0.0,1314.0,1314.0,1314.0,1314.0,0,0,1,1,,1314.0,,,,,
2018,combined_maximum,15083,1508.43,1,,1327418.4000000001,0.03718419542454585,739.78,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,880.0,,,,,
2018,combined_maximum,3106,831.55,3,,1113021.3595,0.031178416498778158,2304.48,886.85,886.85,886.85,886.85,451.64,451.64,451.64,451.64,1,1,1,1,,1338.49,,,,,
2018,combined_maximum,13126,986.17,2,,1103928.5597,0.030923705215041643,2325.35,0.0,0.0,0.0,0.0,1119.41,1119.41,1119.41,1119.41,0,0,1,1,,1119.41,,,,,
2018,combined_maximum,18258,911.67,2,,1021644.7521,0.02861873702861743,1716.54,0.0,0.0,0.0,0.0,1120.63,1120.63,1120.63,1120.63,0,0,1,1,,1120.63,,,,,
2018,combined_maximum,18313,1533.06,3,,874396.1015999999,0.02449394668655749,3393.44,0.0,0.0,0.0,0.0,570.36,570.36,570.36,570.36,0,0,1,1,,570.36,,,,,
2018,combined_maximum,3096,969.18,3,,798594.6281999999,0.022370564337500017,661.74,0.0,0.0,0.0,0.0,0.0,823.99,823.99,823.99,0,0,1,1,,823.99,,,,,
2018,combined_maximum,11578,643.31,2,,726940.2999999999,0.020363353541865914,947.23,0.0,0.0,0.0,0.0,1130.0,1130.0,1130.0,1130.0,0,0,1,1,,1130.0,,,,,
2018,combined_maximum,1153,826.77,1,,726648.1529999999,0.020355169798789357,1496.23,0.0,0.0,0.0,0.0,878.9,878.9,878.9,878.9,0,0,1,1,,878.9,,,,,
2018,combined_maximum,14987,776.87,1,,683645.6,0.019150564427561727,754.03,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,880.0,,,,,
2018,combined_maximum,3099,733.81,1,,645752.7999999999,0.018089095579169063,1846.13,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,880.0,,,,,
2018,combined_maximum,3058,501.86,3,,627325.0,0.017572888393518747,3761.16,0.0,0.0,0.0,0.0,0.0,1250.0,1250.0,1250.0,0,0,1,1,,1250.0,,,,,
2018,combined_maximum,4,1073.73,3,,618940.9212000001,0.01733803009672703,1710.42,0.0,0.0,0.0,0.0,576.44,576.44,576.44,576.44,0,0,1,1,,576.44,,,,,
2018,imv_only_maximum,13124,2163.96,3,,1453878.1656,0.33210751094388247,1934.83,671.86,671.86,671.86,671.86,451.64,451.64,451.64,451.64,1,1,1,1,,,671.86,,,,
2018,imv_only_maximum,15021,1943.27,2,,1144663.7607999998,0.2614740639633082,2670.71,589.04,589.04,589.04,589.04,481.33,481.33,481.33,481.33,1,1,1,1,,,589.04,,,,
2018,imv_only_maximum,3106,831.55,3,,737460.1174999999,0.16845706183518744,2304.48,886.85,886.85,886.85,886.85,451.64,451.64,451.64,451.64,1,1,1,1,,,886.85,,,,
2018,imv_only_maximum,18259,1859.51,4,,336273.7884,0.07681458701534669,2613.32,180.84,180.84,180.84,180.84,0.0,0.0,0.0,0.0,1,1,0,0,,,180.84,,,,
2018,imv_only_maximum,14973,1836.14,5,,233960.95880000002,0.05344339953894706,2872.38,0.0,127.42,127.42,127.42,0.0,0.0,0.0,0.0,1,1,0,0,,,127.42,,,,
2018,imv_only_maximum,11630,380.36,1,,210825.9408,0.0481586972678657,0.0,554.28,554.28,554.28,554.28,381.02,381.02,381.02,381.02,1,1,1,1,,,554.28,,,,
2018,imv_only_maximum,11740,263.38,1,,145986.2664,0.03334745421813668,0.0,554.28,554.28,554.28,554.28,381.02,381.02,381.02,381.02,1,1,1,1,,,554.28,,,,
2018,imv_only_maximum,11579,777.68,4,,114684.4696,0.026197225217325565,2403.25,0.0,147.47,147.47,147.47,0.0,0.0,0.0,0.0,1,1,0,0,,,147.47,,,,
2018,combined_sum_all_rows,15012,4170.89,2,,4713105.7,0.13202547396159417,2243.61,0.0,0.0,0.0,0.0,1130.0,1130.0,1130.0,1130.0,0,0,1,1,,,,1130.0,,,
2018,combined_sum_all_rows,13124,2163.96,3,,2431209.06,0.06810403773592895,1934.83,671.86,671.86,671.86,671.86,451.64,451.64,451.64,451.64,1,1,1,1,,,,1123.5,,,
2018,combined_sum_all_rows,18283,2800.09,1,,2202158.7814,0.06168778621982139,2492.83,0.0,0.0,0.0,0.0,786.46,786.46,786.46,786.46,0,0,1,1,,,,786.46,,,
2018,combined_sum_all_rows,15021,1943.27,2,,2080017.9098999999,0.058266325408987095,2670.71,589.04,589.04,589.04,589.04,481.33,481.33,481.33,481.33,1,1,1,1,,,,1070.37,,,
2018,combined_sum_all_rows,15034,2359.65,1,,2076492.0,0.058167556156752134,1350.29,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,,,880.0,,,
2018,combined_sum_all_rows,15075,1621.52,3,,2026900.0,0.056778364459926116,3084.38,0.0,0.0,0.0,0.0,1250.0,1250.0,1250.0,1250.0,0,0,1,1,,,,1250.0,,,
2018,combined_sum_all_rows,18266,2017.42,1,,1775329.6,0.04973126995179577,1863.33,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,,,880.0,,,
2018,combined_sum_all_rows,7871,1082.39,3,,1422260.4600000002,0.03984095059194937,294.32,0.0,0.0,0.0,0.0,1314.0,1314.0,1314.0,1314.0,0,0,1,1,,,,1314.0,,,
2018,combined_sum_all_rows,15083,1508.43,1,,1327418.4000000001,0.03718419542454585,739.78,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,,,880.0,,,
2018,combined_sum_all_rows,3106,831.55,3,,1113021.3595,0.031178416498778158,2304.48,886.85,886.85,886.85,886.85,451.64,451.64,451.64,451.64,1,1,1,1,,,,1338.49,,,
2018,combined_sum_all_rows,13126,986.17,2,,1103928.5597,0.030923705215041643,2325.35,0.0,0.0,0.0,0.0,1119.41,1119.41,1119.41,1119.41,0,0,1,1,,,,1119.41,,,
2018,combined_sum_all_rows,18258,911.67,2,,1021644.7521,0.02861873702861743,1716.54,0.0,0.0,0.0,0.0,1120.63,1120.63,1120.63,1120.63,0,0,1,1,,,,1120.63,,,
2018,combined_sum_all_rows,18313,1533.06,3,,874396.1015999999,0.02449394668655749,3393.44,0.0,0.0,0.0,0.0,570.36,570.36,570.36,570.36,0,0,1,1,,,,570.36,,,
2018,combined_sum_all_rows,3096,969.18,3,,798594.6281999999,0.022370564337500017,661.74,0.0,0.0,0.0,0.0,0.0,823.99,823.99,823.99,0,0,1,1,,,,823.99,,,
2018,combined_sum_all_rows,11578,643.31,2,,726940.2999999999,0.020363353541865914,947.23,0.0,0.0,0.0,0.0,1130.0,1130.0,1130.0,1130.0,0,0,1,1,,,,1130.0,,,
2018,combined_sum_all_rows,1153,826.77,1,,726648.1529999999,0.020355169798789357,1496.23,0.0,0.0,0.0,0.0,878.9,878.9,878.9,878.9,0,0,1,1,,,,878.9,,,
2018,combined_sum_all_rows,14987,776.87,1,,683645.6,0.019150564427561727,754.03,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,,,880.0,,,
2018,combined_sum_all_rows,3099,733.81,1,,645752.7999999999,0.018089095579169063,1846.13,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,,,880.0,,,
2018,combined_sum_all_rows,3058,501.86,3,,627325.0,0.017572888393518747,3761.16,0.0,0.0,0.0,0.0,0.0,1250.0,1250.0,1250.0,0,0,1,1,,,,1250.0,,,
2018,combined_sum_all_rows,4,1073.73,3,,618940.9212000001,0.01733803009672703,1710.42,0.0,0.0,0.0,0.0,576.44,576.44,576.44,576.44,0,0,1,1,,,,576.44,,,
2018,imv_only_sum_all_rows,13124,2163.96,3,,1453878.1656,0.33210751094388247,1934.83,671.86,671.86,671.86,671.86,451.64,451.64,451.64,451.64,1,1,1,1,,,,,671.86,,
2018,imv_only_sum_all_rows,15021,1943.27,2,,1144663.7607999998,0.2614740639633082,2670.71,589.04,589.04,589.04,589.04,481.33,481.33,481.33,481.33,1,1,1,1,,,,,589.04,,
2018,imv_only_sum_all_rows,3106,831.55,3,,737460.1174999999,0.16845706183518744,2304.48,886.85,886.85,886.85,886.85,451.64,451.64,451.64,451.64,1,1,1,1,,,,,886.85,,
2018,imv_only_sum_all_rows,18259,1859.51,4,,336273.7884,0.07681458701534669,2613.32,180.84,180.84,180.84,180.84,0.0,0.0,0.0,0.0,1,1,0,0,,,,,180.84,,
2018,imv_only_sum_all_rows,14973,1836.14,5,,233960.95880000002,0.05344339953894706,2872.38,0.0,127.42,127.42,127.42,0.0,0.0,0.0,0.0,1,1,0,0,,,,,127.42,,
2018,imv_only_sum_all_rows,11630,380.36,1,,210825.9408,0.0481586972678657,0.0,554.28,554.28,554.28,554.28,381.02,381.02,381.02,381.02,1,1,1,1,,,,,554.28,,
2018,imv_only_sum_all_rows,11740,263.38,1,,145986.2664,0.03334745421813668,0.0,554.28,554.28,554.28,554.28,381.02,381.02,381.02,381.02,1,1,1,1,,,,,554.28,,
2018,imv_only_sum_all_rows,11579,777.68,4,,114684.4696,0.026197225217325565,2403.25,0.0,147.47,147.47,147.47,0.0,0.0,0.0,0.0,1,1,0,0,,,,,147.47,,
2018,combined_sum_unique_positive,15012,4170.89,2,,4713105.7,0.13202547396159417,2243.61,0.0,0.0,0.0,0.0,1130.0,1130.0,1130.0,1130.0,0,0,1,1,,,,,,1130.0,
2018,combined_sum_unique_positive,13124,2163.96,3,,2431209.06,0.06810403773592895,1934.83,671.86,671.86,671.86,671.86,451.64,451.64,451.64,451.64,1,1,1,1,,,,,,1123.5,
2018,combined_sum_unique_positive,18283,2800.09,1,,2202158.7814,0.06168778621982139,2492.83,0.0,0.0,0.0,0.0,786.46,786.46,786.46,786.46,0,0,1,1,,,,,,786.46,
2018,combined_sum_unique_positive,15021,1943.27,2,,2080017.9098999999,0.058266325408987095,2670.71,589.04,589.04,589.04,589.04,481.33,481.33,481.33,481.33,1,1,1,1,,,,,,1070.37,
2018,combined_sum_unique_positive,15034,2359.65,1,,2076492.0,0.058167556156752134,1350.29,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,,,,,880.0,
2018,combined_sum_unique_positive,15075,1621.52,3,,2026900.0,0.056778364459926116,3084.38,0.0,0.0,0.0,0.0,1250.0,1250.0,1250.0,1250.0,0,0,1,1,,,,,,1250.0,
2018,combined_sum_unique_positive,18266,2017.42,1,,1775329.6,0.04973126995179577,1863.33,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,,,,,880.0,
2018,combined_sum_unique_positive,7871,1082.39,3,,1422260.4600000002,0.03984095059194937,294.32,0.0,0.0,0.0,0.0,1314.0,1314.0,1314.0,1314.0,0,0,1,1,,,,,,1314.0,
2018,combined_sum_unique_positive,15083,1508.43,1,,1327418.4000000001,0.03718419542454585,739.78,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,,,,,880.0,
2018,combined_sum_unique_positive,3106,831.55,3,,1113021.3595,0.031178416498778158,2304.48,886.85,886.85,886.85,886.85,451.64,451.64,451.64,451.64,1,1,1,1,,,,,,1338.49,
2018,combined_sum_unique_positive,13126,986.17,2,,1103928.5597,0.030923705215041643,2325.35,0.0,0.0,0.0,0.0,1119.41,1119.41,1119.41,1119.41,0,0,1,1,,,,,,1119.41,
2018,combined_sum_unique_positive,18258,911.67,2,,1021644.7521,0.02861873702861743,1716.54,0.0,0.0,0.0,0.0,1120.63,1120.63,1120.63,1120.63,0,0,1,1,,,,,,1120.63,
2018,combined_sum_unique_positive,18313,1533.06,3,,874396.1015999999,0.02449394668655749,3393.44,0.0,0.0,0.0,0.0,570.36,570.36,570.36,570.36,0,0,1,1,,,,,,570.36,
2018,combined_sum_unique_positive,3096,969.18,3,,798594.6281999999,0.022370564337500017,661.74,0.0,0.0,0.0,0.0,0.0,823.99,823.99,823.99,0,0,1,1,,,,,,823.99,
2018,combined_sum_unique_positive,11578,643.31,2,,726940.2999999999,0.020363353541865914,947.23,0.0,0.0,0.0,0.0,1130.0,1130.0,1130.0,1130.0,0,0,1,1,,,,,,1130.0,
2018,combined_sum_unique_positive,1153,826.77,1,,726648.1529999999,0.020355169798789357,1496.23,0.0,0.0,0.0,0.0,878.9,878.9,878.9,878.9,0,0,1,1,,,,,,878.9,
2018,combined_sum_unique_positive,14987,776.87,1,,683645.6,0.019150564427561727,754.03,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,,,,,880.0,
2018,combined_sum_unique_positive,3099,733.81,1,,645752.7999999999,0.018089095579169063,1846.13,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,,,,,880.0,
2018,combined_sum_unique_positive,3058,501.86,3,,627325.0,0.017572888393518747,3761.16,0.0,0.0,0.0,0.0,0.0,1250.0,1250.0,1250.0,0,0,1,1,,,,,,1250.0,
2018,combined_sum_unique_positive,4,1073.73,3,,618940.9212000001,0.01733803009672703,1710.42,0.0,0.0,0.0,0.0,576.44,576.44,576.44,576.44,0,0,1,1,,,,,,576.44,
2018,imv_only_sum_unique_positive,13124,2163.96,3,,1453878.1656,0.33210751094388247,1934.83,671.86,671.86,671.86,671.86,451.64,451.64,451.64,451.64,1,1,1,1,,,,,,,671.86
2018,imv_only_sum_unique_positive,15021,1943.27,2,,1144663.7607999998,0.2614740639633082,2670.71,589.04,589.04,589.04,589.04,481.33,481.33,481.33,481.33,1,1,1,1,,,,,,,589.04
2018,imv_only_sum_unique_positive,3106,831.55,3,,737460.1174999999,0.16845706183518744,2304.48,886.85,886.85,886.85,886.85,451.64,451.64,451.64,451.64,1,1,1,1,,,,,,,886.85
2018,imv_only_sum_unique_positive,18259,1859.51,4,,336273.7884,0.07681458701534669,2613.32,180.84,180.84,180.84,180.84,0.0,0.0,0.0,0.0,1,1,0,0,,,,,,,180.84
2018,imv_only_sum_unique_positive,14973,1836.14,5,,233960.95880000002,0.05344339953894706,2872.38,0.0,127.42,127.42,127.42,0.0,0.0,0.0,0.0,1,1,0,0,,,,,,,127.42
2018,imv_only_sum_unique_positive,11630,380.36,1,,210825.9408,0.0481586972678657,0.0,554.28,554.28,554.28,554.28,381.02,381.02,381.02,381.02,1,1,1,1,,,,,,,554.28
2018,imv_only_sum_unique_positive,11740,263.38,1,,145986.2664,0.03334745421813668,0.0,554.28,554.28,554.28,554.28,381.02,381.02,381.02,381.02,1,1,1,1,,,,,,,554.28
2018,imv_only_sum_unique_positive,11579,777.68,4,,114684.4696,0.026197225217325565,2403.25,0.0,147.47,147.47,147.47,0.0,0.0,0.0,0.0,1,1,0,0,,,,,,,147.47
2019,combined_first,21084,2574.81,1,880.0,2265832.8,0.0741910592983338,899.28,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,,,,,,
2019,combined_first,3,2559.36,3,722.84,1850007.7824000001,0.06057553632660691,586.92,316.98,316.98,316.98,316.98,405.86,405.86,405.86,405.86,1,1,1,1,,,,,,,
2019,combined_first,18502,2537.29,2,684.67,1737206.3442999998,0.05688203423633155,222.12,203.34,203.34,203.34,203.34,481.33,481.33,481.33,481.33,1,1,1,1,,,,,,,
2019,combined_first,21090,1959.78,1,878.31,1721294.3717999998,0.056361022229046216,1059.23,0.0,0.0,0.0,0.0,878.31,878.31,878.31,878.31,0,0,1,1,,,,,,,
2019,combined_first,19399,1259.18,2,1130.0,1422873.4000000001,0.046589706351422684,3328.28,0.0,0.0,0.0,0.0,1130.0,1130.0,1130.0,1130.0,0,0,1,1,,,,,,,
2019,combined_first,21109,1517.71,1,879.37,1334628.6427,0.04370027337048456,1249.78,0.0,0.0,0.0,0.0,879.37,879.37,879.37,879.37,0,0,1,1,,,,,,,
2019,combined_first,4111,1370.61,1,935.3,1281931.5329999998,0.04197479107072991,375.0,554.28,554.28,554.28,554.28,381.02,381.02,381.02,381.02,1,1,1,1,,,,,,,
2019,combined_first,967,1363.77,1,935.3,1275534.081,0.04176531677029158,1500.2,554.28,554.28,554.28,554.28,381.02,381.02,381.02,381.02,1,1,1,1,,,,,,,
2019,combined_first,969,1047.34,2,1177.8,1233557.052,0.04039084631170042,1089.37,0.0,0.0,0.0,0.0,1177.8,1177.8,1177.8,1177.8,0,0,1,1,,,,,,,
2019,combined_first,2631,1109.37,2,1089.68,1208858.3016,0.03958212536127497,1106.1,0.0,0.0,0.0,0.0,1089.68,1089.68,1089.68,1089.68,0,0,1,1,,,,,,,
2019,combined_first,19430,1161.13,2,872.67,1013283.3171000001,0.03317833631191961,3577.7,0.0,0.0,0.0,0.0,872.67,872.67,872.67,872.67,0,0,1,1,,,,,,,
2019,combined_first,38,1112.72,1,880.0,979193.6,0.032062123225574696,1657.31,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,,,,,,
2019,combined_first,6476,841.24,2,1130.0,950601.2,0.03112591096671708,810.26,0.0,0.0,0.0,0.0,1130.0,1130.0,1130.0,1130.0,0,0,1,1,,,,,,,
2019,combined_first,21083,872.54,2,1078.73,941235.0742,0.030819232206208604,3035.01,597.4,597.4,597.4,597.4,481.33,481.33,481.33,481.33,1,1,1,1,,,,,,,
2019,combined_first,6164,821.71,2,1128.93,927653.0703000001,0.0303745112820808,1223.57,0.0,0.0,0.0,0.0,1128.93,1128.93,1128.93,1128.93,0,0,1,1,,,,,,,
2019,combined_first,17724,847.89,2,1072.25,909150.0525,0.02976865965401807,7695.66,0.0,0.0,0.0,0.0,1072.25,1072.25,1072.25,1072.25,0,0,1,1,,,,,,,
2019,combined_first,6266,982.75,2,895.02,879580.905,0.028800465365554386,2666.86,0.0,0.0,0.0,0.0,895.02,895.02,895.02,895.02,0,0,1,1,,,,,,,
2019,combined_first,17574,686.31,2,1130.0,775530.2999999999,0.025393495263619892,3771.22,0.0,0.0,0.0,0.0,1130.0,1130.0,1130.0,1130.0,0,0,1,1,,,,,,,
2019,combined_first,2607,909.14,1,819.39,744940.2246,0.02439187232924367,1277.86,0.0,0.0,0.0,0.0,819.39,819.39,819.39,819.39,0,0,1,1,,,,,,,
2019,combined_first,21033,594.9,2,1201.9,715010.31,0.023411865300974565,1997.23,720.57,720.57,720.57,720.57,481.33,481.33,481.33,481.33,1,1,1,1,,,,,,,
2019,imv_only_first,3,2559.36,3,,811265.9328000001,0.1754482908795228,586.92,316.98,316.98,316.98,316.98,405.86,405.86,405.86,405.86,1,1,1,1,316.98,,,,,,
2019,imv_only_first,4111,1370.61,1,,759701.7107999999,0.16429676305780344,375.0,554.28,554.28,554.28,554.28,381.02,381.02,381.02,381.02,1,1,1,1,554.28,,,,,,
2019,imv_only_first,967,1363.77,1,,755910.4356,0.16347684356260395,1500.2,554.28,554.28,554.28,554.28,381.02,381.02,381.02,381.02,1,1,1,1,554.28,,,,,,
2019,imv_only_first,21083,872.54,2,,521255.39599999995,0.1127292107833088,3035.01,597.4,597.4,597.4,597.4,481.33,481.33,481.33,481.33,1,1,1,1,597.4,,,,,,
2019,imv_only_first,18502,2537.29,2,,515932.5486,0.11157806608317417,222.12,203.34,203.34,203.34,203.34,481.33,481.33,481.33,481.33,1,1,1,1,203.34,,,,,,
2019,imv_only_first,17465,615.21,4,,487738.488,0.1054806822966382,2015.0,792.8,792.8,792.8,792.8,106.17,106.17,106.17,106.17,1,1,1,1,792.8,,,,,,
2019,imv_only_first,21033,594.9,2,,428667.093,0.09270561696528748,1997.23,720.57,720.57,720.57,720.57,481.33,481.33,481.33,481.33,1,1,1,1,720.57,,,,,,
2019,imv_only_first,17567,344.86,1,,191149.0008,0.041338806595686665,900.0,554.28,554.28,554.28,554.28,381.02,381.02,381.02,381.02,1,1,1,1,554.28,,,,,,
2019,imv_only_first,6156,725.53,2,,98258.5279,0.021249864054926213,472.9,135.43,135.43,135.43,135.43,385.56,385.56,385.56,385.56,1,1,1,1,135.43,,,,,,
2019,imv_only_first,17632,777.14,4,,54081.172600000005,0.011695855721048316,2187.68,69.59,69.59,69.59,69.59,0.0,0.0,0.0,0.0,1,1,0,0,69.59,,,,,,
2019,combined_maximum,21084,2574.81,1,,2265832.8,0.05750513311695861,899.28,0.0,0.0,0.0,0.0,880.0,880.0,880.0,880.0,0,0,1,1,,880.0,,,,,
2019,combined_maximum,2588,1803.46,3,,2022418.0786,0.05132745047562056,732.2,0.0,669.77,669.77,669.77,0.0,451.64,451.64,451.64,1,1,1,1,,1121.4099999999999,,,,,
2019,combined_maximum,3,2559.36,3,,1850007.7824000001,0.04695180676805518,586.92,316.98,316.98,316.98,316.98,405.86,405.86,405.86,405.86,1,1,1,1,,722.84,,,,,
2019,combined_maximum,6145,2424.84,3,,1739507.4708,0.044147391928609205,3125.03,0.0,265.73,265.73,265.73,0.0,451.64,451.64,451.64,1,1,1,1,,717.37,,,,,
2019,combined_maximum,18502,2537.29,2,,1737206.3442999998,0.044088991067918394,222.12,203.34,203.34,203.34,203.34,481.33,481.33,481.33,481.33,1,1,1,1,,684.67,,,,,
2019,combined_maximum,21090,1959.78,1,,1721294.3717999998,0.04368515716774452,1059.23,0.0,0.0,0.0,0.0,878.31,878.31,878.31,878.31,0,0,1,1,,878.31,,,,,
2019,combined_maximum,2556,1141.31,2,,1458674.0717,0.03702005137685558,3201.83,0.0,842.51,842.51,842.51,0.0,435.56,435.56,435.56,1,1,1,1,,1278.07,,,,,
2019,combined_maximum,19399,1259.18,2,,1422873.4000000001,0.03611145724237883,3328.28,0.0,0.0,0.0,0.0,1130.0,1130.0,1130.0,1130.0,0,0,1,1,,1130.0,,,,,
2019,combined_maximum,21109,1517.71,1,,1334628.6427,0.03387187164038286,1249.78,0.0,0.0,0.0,0.0,879.37,879.37,879.37,879.37,0,0,1,1,,879.37,,,,,
2019,combined_maximum,4111,1370.61,1,,1281931.5329999998,0.032534458611417315,375.0,554.28,554.28,554.28,554.28,381.02,381.02,381.02,381.02,1,1,1,1,,935.3,,,,,
2019,combined_maximum,967,1363.77,1,,1275534.081,0.032372096088962285,1500.2,554.28,554.28,554.28,554.28,381.02,381.02,381.02,381.02,1,1,1,1,,935.3,,,,,
2019,combined_maximum,969,1047.34,2,,1233557.052,0.03130675064930785,1089.37,0.0,0.0,0.0,0.0,1177.8,1177.8,1177.8,1177.8,0,0,1,1,,1177.8,,,,,
2019,combined_maximum,2631,1109.37,2,,1208858.3016,0.030679914931520322,1106.1,0.0,0.0,0.0,0.0,1089.68,1089.68,1089.68,1089.68,0,0,1,1,,1089.68,,,,,
2019,combined_maximum,4099,963.5,2,,1088755.0,0.027631783424952747,3138.92,0.0,0.0,0.0,0.0,0.0,1130.0,1130.0,1130.0,0,0,1,1,,1130.0,,,,,
