outcome,n_obs,n_clusters,controls,coef_medium,se_medium,ci_low_medium,ci_high_medium,pval_cluster_medium,pval_wbt_medium,coef_high,se_high,ci_low_high,ci_high_high,pval_cluster_high,pval_wbt_high,period,sample_rule,control_spec,exposure_spec,common_sample_n_before_outcome_missing
poverty,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,-0.000996938344515137,0.012328757067463574,-0.02713273578464266,0.025138859095612386,0.9365538852642734,0.9482948294829483,-0.007828783424260565,0.010694921992744357,-0.03050100523143727,0.014843438382916138,0.47474945098819576,0.49154915491549156,covid_robust_2022_2025,available_case,extended_composition,exposure_cov_hybrid,151363
matdep,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,0.00833203555148011,0.005101539585829182,-0.002482745250706176,0.019146816353666395,0.12193940614322663,0.1471147114711471,0.008271455264904215,0.005242781566693226,-0.002842745160988267,0.0193856556907967,0.13420224716815365,0.17431743174317432,covid_robust_2022_2025,available_case,extended_composition,exposure_cov_hybrid,151363
poverty_gap,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,0.00033979600702585685,0.006695907832602687,-0.013854894490405684,0.014534486504457399,0.9601554060671784,0.9680968096809681,-0.001644550449635882,0.005762239679642388,-0.013859952881892765,0.010570851982621001,0.7789983056609708,0.7953795379537953,covid_robust_2022_2025,available_case,extended_composition,exposure_cov_hybrid,151363
poverty_gap_sq,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,0.001589074645742023,0.004611756769244347,-0.00818741296809856,0.011365562259582606,0.7349048519157868,0.7831783178317832,0.0006597759273132323,0.0041770532894358035,-0.0081951814760913,0.009514733330717765,0.8764705228367649,0.8924892489248925,covid_robust_2022_2025,available_case,extended_composition,exposure_cov_hybrid,151363
poverty,151307,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,0.007191347583479708,0.012041598753870078,-0.018335701425945525,0.032718396592904944,0.5587255759261769,0.6085608560856086,0.006956262468570419,0.010614087086727272,-0.015544596992978613,0.029457121930119453,0.5215354733598734,0.5851585158515852,covid_robust_2022_2025,available_case,legacy_full,exposure_cov_hybrid,151363
matdep,151307,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,0.010957337727848284,0.004787417892079738,0.0008084651688417994,0.02110621028685477,0.03603115042078864,0.038103810381038106,0.013381158673372714,0.006313733475261772,-3.3583787053450415e-06,0.02676567572545077,0.050050979791486094,0.09580958095809582,covid_robust_2022_2025,available_case,legacy_full,exposure_cov_hybrid,151363
poverty_gap,151307,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,0.00416908596926497,0.006329585783866258,-0.009249036475828629,0.01758720841435857,0.5194768045582898,0.6000600060006,0.0058549419873056745,0.005705990762576683,-0.006241218067588165,0.017951102042199515,0.32010637503890615,0.47474747474747475,covid_robust_2022_2025,available_case,legacy_full,exposure_cov_hybrid,151363
poverty_gap_sq,151307,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,0.004210358695700857,0.004385300404574546,-0.005086062870633835,0.013506780262035549,0.3512867031212661,0.46894689468946893,0.005746463450141227,0.004282375261715313,-0.0033317665604230724,0.014824693460705526,0.19836696047537483,0.34373437343734375,covid_robust_2022_2025,available_case,legacy_full,exposure_cov_hybrid,151363
poverty,150621,17,,0.002035656770172218,0.011989958115995153,-0.023381918977366797,0.027453232517711233,0.8673111713187296,0.8931893189318932,-0.008028146754990998,0.010945076213282242,-0.031230671819908525,0.01517437830992653,0.4738686119766258,0.495949594959496,covid_robust_2022_2025,common_sample,unadjusted,exposure_cov_hybrid,150621
matdep,150621,17,,0.00971788761941759,0.004700960640022634,-0.0002477037527969326,0.019683478991632114,0.055287819119874904,0.08980898089808981,0.008026327359101975,0.006207574612590556,-0.00513314295744007,0.02118579767564402,0.21437371513922043,0.2676267626762676,covid_robust_2022_2025,common_sample,unadjusted,exposure_cov_hybrid,150621
poverty_gap,150621,17,,0.0018696181710417287,0.00639379509094368,-0.011684621924384622,0.01542385826646808,0.773729970617256,0.8078807880788079,-0.0018980188015659712,0.005760397219268554,-0.014109515392312758,0.010313477789180816,0.746056105773468,0.7634763476347635,covid_robust_2022_2025,common_sample,unadjusted,exposure_cov_hybrid,150621
poverty_gap_sq,150621,17,,0.0026967051081752008,0.0044496290781465735,-0.0067360871541567065,0.012129497370507107,0.5529820938748413,0.6295629562956295,0.0004921806871358411,0.004284649013747178,-0.008590869462409922,0.009575230836681605,0.9099768257425895,0.9246924692469247,covid_robust_2022_2025,common_sample,unadjusted,exposure_cov_hybrid,150621
poverty,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group,-0.0008971987746146696,0.011411300448889435,-0.025088075067221265,0.023293677517991926,0.938306843453391,0.934993499349935,-0.008989919643647681,0.010113064937018683,-0.030428659595002253,0.012448820307706889,0.38720449207740315,0.39593959395939593,covid_robust_2022_2025,common_sample,preferred_demographic,exposure_cov_hybrid,150621
matdep,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group,0.008479478106958163,0.0050740011622872686,-0.002276923845229423,0.019235880059145748,0.1141304444614375,0.1337133713371337,0.007462487641306501,0.0056821232471397165,-0.004583075541133266,0.019508050823746268,0.2075958693845732,0.25512551255125515,covid_robust_2022_2025,common_sample,preferred_demographic,exposure_cov_hybrid,150621
poverty_gap,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group,0.0003590233944041546,0.0063555937982053695,-0.013114233578109149,0.013832280366917459,0.955651403308583,0.9556955695569557,-0.002112312805790873,0.00553557645348575,-0.013847210663779714,0.009622585052197968,0.7077865822558813,0.7304730473047305,covid_robust_2022_2025,common_sample,preferred_demographic,exposure_cov_hybrid,150621
poverty_gap_sq,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group,0.0016110441916069953,0.004415991734952886,-0.00775044008863689,0.01097252847185088,0.720022669096277,0.7568756875687569,0.0003933368855547195,0.0040895579144116035,-0.00827613860867866,0.009062812379788098,0.9245713963429332,0.9291929192919292,covid_robust_2022_2025,common_sample,preferred_demographic,exposure_cov_hybrid,150621
poverty,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,-0.000996938344515137,0.012328757067463574,-0.02713273578464266,0.025138859095612386,0.9365538852642734,0.9482948294829483,-0.007828783424260565,0.010694921992744357,-0.03050100523143727,0.014843438382916138,0.47474945098819576,0.49154915491549156,covid_robust_2022_2025,common_sample,extended_composition,exposure_cov_hybrid,150621
matdep,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,0.00833203555148011,0.005101539585829182,-0.002482745250706176,0.019146816353666395,0.12193940614322663,0.1471147114711471,0.008271455264904215,0.005242781566693226,-0.002842745160988267,0.0193856556907967,0.13420224716815365,0.17431743174317432,covid_robust_2022_2025,common_sample,extended_composition,exposure_cov_hybrid,150621
poverty_gap,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,0.00033979600702585685,0.006695907832602687,-0.013854894490405684,0.014534486504457399,0.9601554060671784,0.9680968096809681,-0.001644550449635882,0.005762239679642388,-0.013859952881892765,0.010570851982621001,0.7789983056609708,0.7953795379537953,covid_robust_2022_2025,common_sample,extended_composition,exposure_cov_hybrid,150621
poverty_gap_sq,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,0.001589074645742023,0.004611756769244347,-0.00818741296809856,0.011365562259582606,0.7349048519157868,0.7831783178317832,0.0006597759273132323,0.0041770532894358035,-0.0081951814760913,0.009514733330717765,0.8764705228367649,0.8924892489248925,covid_robust_2022_2025,common_sample,extended_composition,exposure_cov_hybrid,150621
poverty,150619,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,0.00711408420713436,0.012010489111517586,-0.018347015306610946,0.03257518372087967,0.5619126614698451,0.6153615361536153,0.006602458126195746,0.010673166163970673,-0.016023643384274675,0.02922855963666617,0.5448845020819795,0.6034603460346034,covid_robust_2022_2025,common_sample,legacy_full,exposure_cov_hybrid,150621
matdep,150619,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,0.010983951565221644,0.004702059344302899,0.001016031043981111,0.020951872086462178,0.03283267408578805,0.030703070307030702,0.013443406690921096,0.006367358135104407,-5.478956172630042e-05,0.026941602943568493,0.050830572262254625,0.09510951095109511,covid_robust_2022_2025,common_sample,legacy_full,exposure_cov_hybrid,150621
poverty_gap,150619,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,0.004125211982712807,0.0063284318839286645,-0.009290464303788316,0.01754088826921393,0.5237497066738905,0.6054605460546054,0.005718702586019437,0.005747787939444077,-0.006466063525608077,0.017903468697646953,0.33457529665109464,0.48934893489348935,covid_robust_2022_2025,common_sample,legacy_full,exposure_cov_hybrid,150621
poverty_gap_sq,150619,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,0.00415698772949292,0.00437863481348019,-0.005125303414958404,0.013439278873944244,0.35654828599844746,0.48004800480048004,0.005631329722479079,0.004319737923057394,-0.003526105591857306,0.014788765036815464,0.21080685889868045,0.35333533353335334,covid_robust_2022_2025,common_sample,legacy_full,exposure_cov_hybrid,150621
poverty,151363,17,,0.027146155615472567,0.010318327881915947,0.005272277659496526,0.04902003357144861,0.01816389058025991,0.08720872087208721,0.006432932940555439,0.00781840080860254,-0.010141336365036828,0.023007202246147704,0.4227191183921237,0.5228522852285229,covid_robust_2022_2025,available_case,unadjusted,exposure_exp_hybrid,151363
matdep,151363,17,,0.0019453592977729548,0.0025852750726996976,-0.0035351790287877485,0.007425897624333658,0.4626922286674411,0.5082508250825083,0.009541536864703697,0.005661403062226621,-0.002460101487937955,0.021543175217345348,0.11131852045689627,0.20532053205320533,covid_robust_2022_2025,available_case,unadjusted,exposure_exp_hybrid,151363
poverty_gap,151363,17,,0.01063967023220299,0.005463778924208836,-0.0009430236630007267,0.022222364127406705,0.0692679236184901,0.1628162816281628,0.000385728322551769,0.004245721187149461,-0.00861479852110233,0.009386255166205866,0.9287385990692723,0.9388938893889389,covid_robust_2022_2025,available_case,unadjusted,exposure_exp_hybrid,151363
poverty_gap_sq,151363,17,,0.006669161242888459,0.0037523681485538106,-0.001285503879859812,0.01462382636563673,0.09452679581966228,0.18071807180718072,7.2377504024319e-05,0.003584732801472028,-0.007526916558108486,0.007671671566157124,0.9841410631484049,0.9845984598459846,covid_robust_2022_2025,available_case,unadjusted,exposure_exp_hybrid,151363
poverty,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group,0.023252881624049045,0.00979302002857622,0.002492606570090431,0.04401315667800766,0.030426487561647786,0.11981198119811981,0.0009228540902345579,0.008176360497103964,-0.01641025585591947,0.018255964036388583,0.9115387644161463,0.9193919391939194,covid_robust_2022_2025,available_case,preferred_demographic,exposure_exp_hybrid,151363
matdep,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group,0.00027486620843651666,0.0026083769081303824,-0.0052546458214754324,0.005804378238348466,0.917385467548216,0.9206920692069207,0.006705338400210086,0.005412090212668636,-0.004767780321489641,0.018178457121909814,0.2332302005767919,0.3169316931693169,covid_robust_2022_2025,available_case,preferred_demographic,exposure_exp_hybrid,151363
poverty_gap,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group,0.009003328628507596,0.00549924292854342,-0.0026545455974166104,0.020661202854431803,0.12110419389660931,0.19091909190919093,-0.0020669125996184926,0.004299320573326099,-0.011181065066063452,0.007047239866826467,0.6371996338962926,0.6691669166916692,covid_robust_2022_2025,available_case,preferred_demographic,exposure_exp_hybrid,151363
poverty_gap_sq,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group,0.005617666139721112,0.0037043554161120935,-0.002235216537093871,0.013470548816536095,0.14889975523667554,0.22442244224422442,-0.0015101661356745444,0.0035529031966478677,-0.009041984449868494,0.0060216521785194065,0.6764605402298449,0.711971197119712,covid_robust_2022_2025,available_case,preferred_demographic,exposure_exp_hybrid,151363
poverty,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,0.02324438037363976,0.010503720467574149,0.000977487692890567,0.04551127305438896,0.04178147656661357,0.11411141114111412,-0.0025228935403888812,0.008678482516796066,-0.020920454616943873,0.01587466753616611,0.7750099832752106,0.7965796579657966,covid_robust_2022_2025,available_case,extended_composition,exposure_exp_hybrid,151363
matdep,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,0.0002641456740709978,0.0024776705941902703,-0.0049882813482776305,0.005516572696419627,0.9164232783942579,0.916891689168917,0.004327235368036339,0.005430743513576268,-0.0071854265851054476,0.015839897321178124,0.437229822892627,0.49784978497849786,covid_robust_2022_2025,available_case,extended_composition,exposure_exp_hybrid,151363
poverty_gap,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,0.009001204964612989,0.005819036122325901,-0.0033346005474655886,0.021337010476691565,0.14144767776806666,0.208020802080208,-0.0034605987560499566,0.00449589463170634,-0.012991469610544617,0.0060702720984447045,0.4526785247766627,0.4955495549554956,covid_robust_2022_2025,available_case,extended_composition,exposure_exp_hybrid,151363
poverty_gap_sq,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,0.005615766561339645,0.0038769218335405337,-0.002602940578249515,0.013834473700928804,0.16678796600854562,0.24262426242624263,-0.0023013642169544078,0.003615935239752918,-0.009966804493347496,0.00536407605943868,0.5334828387709303,0.5676567656765676,covid_robust_2022_2025,available_case,extended_composition,exposure_exp_hybrid,151363
poverty,151307,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,0.022016290274514336,0.010094777450634324,0.0006163180624554065,0.043416262486573265,0.04445585950819009,0.10521052105210521,0.01092673470176269,0.007300734847162196,-0.004550131788945725,0.026403601192471107,0.15394647192860966,0.20162016201620162,covid_robust_2022_2025,available_case,legacy_full,exposure_exp_hybrid,151363
matdep,151307,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,-0.00010182057362874163,0.0021610428703515367,-0.004683026806331275,0.004479385659073792,0.9630035485813866,0.9631963196319632,0.009086928202363453,0.006950360998441232,-0.005647178909732844,0.02382103531445975,0.2095521510213756,0.34493449344934496,covid_robust_2022_2025,available_case,legacy_full,exposure_exp_hybrid,151363
poverty_gap,151307,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,0.008143900527403094,0.005344459013213957,-0.0031858464561799697,0.01947364751098616,0.14707815616067754,0.19121912191219123,0.0029970068052895503,0.004726185292464399,-0.0070220584413072835,0.013016072051886384,0.5349590887506723,0.5785578557855786,covid_robust_2022_2025,available_case,legacy_full,exposure_exp_hybrid,151363
poverty_gap_sq,151307,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,0.004968651233404521,0.0036748018187010047,-0.002821580615647643,0.012758883082456684,0.19515162125383312,0.24142414241424143,0.0019197825848945868,0.003939399971173801,-0.00643137228974881,0.010270937459537985,0.6326349193887033,0.6528652865286528,covid_robust_2022_2025,available_case,legacy_full,exposure_exp_hybrid,151363
poverty,150621,17,,0.027536535279785744,0.010164742901208017,0.0059882429382932395,0.04908482762127825,0.015483074169607924,0.0749074907490749,0.006808608901769036,0.00787890682590779,-0.009893927430543403,0.023511145234081474,0.4002720363354717,0.49454945494549457,covid_robust_2022_2025,common_sample,unadjusted,exposure_exp_hybrid,150621
matdep,150621,17,,0.0019864780960940215,0.002583604305688352,-0.0034905183626255665,0.0074634745548136094,0.45316630029375427,0.5078507850785079,0.009642575845710816,0.005699402398480623,-0.002439617501222584,0.021724769192644218,0.11005353698968134,0.20422042204220422,covid_robust_2022_2025,common_sample,unadjusted,exposure_exp_hybrid,150621
poverty_gap,150621,17,,0.010721532935682536,0.00545083980681583,-0.0008337312559925023,0.022276797127357573,0.066778808081424,0.16061606160616063,0.0005065146979268241,0.004254300564866842,-0.00851219961401437,0.009525229009868018,0.9067102961483917,0.9205920592059206,covid_robust_2022_2025,common_sample,unadjusted,exposure_exp_hybrid,150621
poverty_gap_sq,150621,17,,0.006700222906056737,0.0037448785192917213,-0.0012385649119296283,0.014639010724043102,0.09253309652728436,0.1769176917691769,0.00016111291525463953,0.0035925767421930185,-0.007454809558379372,0.00777703538888865,0.9647849535234423,0.9673967396739674,covid_robust_2022_2025,common_sample,unadjusted,exposure_exp_hybrid,150621
poverty,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group,0.023252881624049045,0.00979302002857622,0.002492606570090431,0.04401315667800766,0.030426487561647786,0.11981198119811981,0.0009228540902345579,0.008176360497103964,-0.01641025585591947,0.018255964036388583,0.9115387644161463,0.9193919391939194,covid_robust_2022_2025,common_sample,preferred_demographic,exposure_exp_hybrid,150621
matdep,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group,0.00027486620843651666,0.0026083769081303824,-0.0052546458214754324,0.005804378238348466,0.917385467548216,0.9206920692069207,0.006705338400210086,0.005412090212668636,-0.004767780321489641,0.018178457121909814,0.2332302005767919,0.3169316931693169,covid_robust_2022_2025,common_sample,preferred_demographic,exposure_exp_hybrid,150621
poverty_gap,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group,0.009003328628507596,0.00549924292854342,-0.0026545455974166104,0.020661202854431803,0.12110419389660931,0.19091909190919093,-0.0020669125996184926,0.004299320573326099,-0.011181065066063452,0.007047239866826467,0.6371996338962926,0.6691669166916692,covid_robust_2022_2025,common_sample,preferred_demographic,exposure_exp_hybrid,150621
poverty_gap_sq,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group,0.005617666139721112,0.0037043554161120935,-0.002235216537093871,0.013470548816536095,0.14889975523667554,0.22442244224422442,-0.0015101661356745444,0.0035529031966478677,-0.009041984449868494,0.0060216521785194065,0.6764605402298449,0.711971197119712,covid_robust_2022_2025,common_sample,preferred_demographic,exposure_exp_hybrid,150621
poverty,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,0.02324438037363976,0.010503720467574149,0.000977487692890567,0.04551127305438896,0.04178147656661357,0.11411141114111412,-0.0025228935403888812,0.008678482516796066,-0.020920454616943873,0.01587466753616611,0.7750099832752106,0.7965796579657966,covid_robust_2022_2025,common_sample,extended_composition,exposure_exp_hybrid,150621
matdep,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,0.0002641456740709978,0.0024776705941902703,-0.0049882813482776305,0.005516572696419627,0.9164232783942579,0.916891689168917,0.004327235368036339,0.005430743513576268,-0.0071854265851054476,0.015839897321178124,0.437229822892627,0.49784978497849786,covid_robust_2022_2025,common_sample,extended_composition,exposure_exp_hybrid,150621
poverty_gap,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,0.009001204964612989,0.005819036122325901,-0.0033346005474655886,0.021337010476691565,0.14144767776806666,0.208020802080208,-0.0034605987560499566,0.00449589463170634,-0.012991469610544617,0.0060702720984447045,0.4526785247766627,0.4955495549554956,covid_robust_2022_2025,common_sample,extended_composition,exposure_exp_hybrid,150621
poverty_gap_sq,150621,17,head_age_group;head_sex;head_education_group;n_adults_group;n_children_group;single_parent_hh;homeowner,0.005615766561339645,0.0038769218335405337,-0.002602940578249515,0.013834473700928804,0.16678796600854562,0.24262426242624263,-0.0023013642169544078,0.003615935239752918,-0.009966804493347496,0.00536407605943868,0.5334828387709303,0.5676567656765676,covid_robust_2022_2025,common_sample,extended_composition,exposure_exp_hybrid,150621
poverty,150619,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,0.022448384801173726,0.009953649084035414,0.0013475913613382635,0.04354917824100919,0.03847372048464459,0.09710971097109711,0.011313583479670562,0.007256295630119395,-0.004069076079335576,0.026696243038676702,0.13852182099133614,0.19131913191319133,covid_robust_2022_2025,common_sample,legacy_full,exposure_exp_hybrid,150621
matdep,150619,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,8.384326401758244e-05,0.0021548915946825176,-0.004484322846797227,0.004652009374832391,0.9694448128611532,0.9723972397239724,0.009266922817496118,0.006956924715750117,-0.005481098753705876,0.024014944388698112,0.2015102021653532,0.3341334133413341,covid_robust_2022_2025,common_sample,legacy_full,exposure_exp_hybrid,150621
poverty_gap,150619,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,0.008250391688966505,0.005342239419872365,-0.003074649966929603,0.019575433344862614,0.1420458939363778,0.18821882188218822,0.0031092945697985186,0.0047202034959717525,-0.006897089834714691,0.013115678974311727,0.5194430321075272,0.5626562656265627,covid_robust_2022_2025,common_sample,legacy_full,exposure_exp_hybrid,150621
poverty_gap_sq,150619,17,hh_size;n_children;head_age_group;head_sex;head_labour_group;single_parent_hh;homeowner,0.005009294544446138,0.003675803007020405,-0.002783059729029841,0.012801648817922118,0.19182726386037974,0.23932393239323932,0.001978996778569338,0.003944926793967605,-0.006383874437002501,0.010341867994141177,0.6227417369879311,0.6452645264526453,covid_robust_2022_2025,common_sample,legacy_full,exposure_exp_hybrid,150621
