year,coef,se,ci_low,ci_high,pval,pval_wbt
2017,0.0061249841291813835,0.006409348268255422,-0.007621700714801875,0.01987166897316464,0.33925772920195296,0.2294229422942294
2018,0.0023026561781664765,0.005519268786197619,-0.009534998041510433,0.014140310397843386,0.6765298405765974,0.5925592559255926
2019,0.0,0.0,0.0,0.0,,
2023,0.008963835438053397,0.005257214851053873,-0.00231176899001073,0.020239439866117523,0.08818434561555416,0.1427142714271427
2024,0.009467197616689257,0.002962421764302872,0.0031134348526144825,0.015820960380764033,0.0013946165625631061,0.22482248224822482
2025,0.006726878649973478,0.005072604420864946,-0.004152775784970659,0.017606533084917615,0.18480018254631292,0.36803680368036806
