model,exposure_spec,outcome,group,year,rel_year,term,coef,se,ci_low,ci_high,pval_crv1,reference_year,pre_period,n_obs,n_clusters,pretrend_chi2_stat,pretrend_chi2_p,pretrend_inference
continuous,exposure_cov_admin,matdep,,2017,-2,event_x_2017,0.006007664792694756,0.002749759404281608,0.00017843525997469564,0.011836894325414817,0.044127024248441726,2019,True,171999,17,5.749955910554177,0.05641738319564885,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,matdep,,2018,-1,event_x_2018,-0.0025361192586335073,0.0016046141391965738,-0.005937749275521676,0.0008655107582546616,0.13355270213866355,2019,True,171999,17,5.749955910554177,0.05641738319564885,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,matdep,,2021,2,event_x_2021,0.005458085030700655,0.0022484675717077394,0.0006915467103102719,0.010224623351091039,0.027378430040459145,2019,False,171999,17,5.749955910554177,0.05641738319564885,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,matdep,,2022,3,event_x_2022,0.006998259915331018,0.002970761261948231,0.0007005273734057415,0.013295992457256295,0.031576708499983175,2019,False,171999,17,5.749955910554177,0.05641738319564885,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,matdep,,2023,4,event_x_2023,0.007930627530837581,0.002912911208578002,0.0017555316236120859,0.014105723438063076,0.015058684625665952,2019,False,171999,17,5.749955910554177,0.05641738319564885,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,matdep,,2024,5,event_x_2024,0.00426859949251983,0.0019707369392768163,9.082381157583114e-05,0.008446375173463829,0.04575992172747134,2019,False,171999,17,5.749955910554177,0.05641738319564885,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,matdep,,2025,6,event_x_2025,0.0073949132009255595,0.0029240784668145285,0.001196143763786679,0.01359368263806444,0.02233185131642368,2019,False,171999,17,5.749955910554177,0.05641738319564885,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty_gap,,2017,-2,event_x_2017,0.005755123228668859,0.0022535792502195013,0.000977748633913477,0.01053249782342424,0.02124070581976878,2019,True,171999,17,10.426916466789693,0.0054428185667979925,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty_gap,,2018,-1,event_x_2018,0.001995054623941048,0.0021928504862692593,-0.0026535807423010596,0.0066436899901831555,0.37643031484472456,2019,True,171999,17,10.426916466789693,0.0054428185667979925,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty_gap,,2021,2,event_x_2021,-0.0008069455842901473,0.0022967618467733307,-0.005675863194314126,0.004061972025733831,0.7299167990949602,2019,False,171999,17,10.426916466789693,0.0054428185667979925,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty_gap,,2022,3,event_x_2022,-0.0008314075214289294,0.0024418703464420127,-0.006007941408862593,0.004345126366004734,0.7379245974678996,2019,False,171999,17,10.426916466789693,0.0054428185667979925,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty_gap,,2023,4,event_x_2023,-0.0016320285075782717,0.004010707410923252,-0.010134348401620431,0.0068702913864638875,0.6894599532040948,2019,False,171999,17,10.426916466789693,0.0054428185667979925,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty_gap,,2024,5,event_x_2024,-0.0009120824248668026,0.0038166968390783663,-0.009003118279550044,0.007178953429816438,0.81416159146141,2019,False,171999,17,10.426916466789693,0.0054428185667979925,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty_gap,,2025,6,event_x_2025,-0.0008308498056922631,0.0021156505657127906,-0.005315828651247252,0.0036541290398627263,0.6997118219981253,2019,False,171999,17,10.426916466789693,0.0054428185667979925,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty_gap_sq,,2017,-2,event_x_2017,0.003653266899694139,0.0020400981372955445,-0.0006715479524900961,0.007978081751878374,0.09227316439508404,2019,True,171999,17,7.704013502673248,0.021237076117480713,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty_gap_sq,,2018,-1,event_x_2018,0.0007228760377180395,0.0019226643958134791,-0.0033529904035909863,0.004798742479027065,0.7118730808731357,2019,True,171999,17,7.704013502673248,0.021237076117480713,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty_gap_sq,,2021,2,event_x_2021,-0.0003838222256570743,0.002444722379061302,-0.005566402152153921,0.004798757700839772,0.8772086751003232,2019,False,171999,17,7.704013502673248,0.021237076117480713,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty_gap_sq,,2022,3,event_x_2022,0.00035649977384720396,0.002419521298149222,-0.004772656247678021,0.005485655795372428,0.8847019337458386,2019,False,171999,17,7.704013502673248,0.021237076117480713,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty_gap_sq,,2023,4,event_x_2023,-0.0004027143689620936,0.0031082121015350095,-0.006991829674109793,0.0061864009361856055,0.8985257151237633,2019,False,171999,17,7.704013502673248,0.021237076117480713,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty_gap_sq,,2024,5,event_x_2024,0.00024296765972998637,0.002839528994548618,-0.00577656490310603,0.006262500222566002,0.9328728723039381,2019,False,171999,17,7.704013502673248,0.021237076117480713,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty_gap_sq,,2025,6,event_x_2025,-2.5446379446644017e-05,0.0015176788172531204,-0.0032427817466573797,0.003191888987764092,0.9868300806762371,2019,False,171999,17,7.704013502673248,0.021237076117480713,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty,,2017,-2,event_x_2017,0.004524822900814302,0.0026962856097664445,-0.0011910472515435956,0.0102406930531722,0.11273573672354531,2019,True,171999,17,7.527717812178474,0.023194063745512066,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty,,2018,-1,event_x_2018,0.00943255108682127,0.0034430397455996963,0.002133632884695073,0.016731469288947465,0.01454155298964177,2019,True,171999,17,7.527717812178474,0.023194063745512066,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty,,2021,2,event_x_2021,0.007633780445169156,0.002975473273479522,0.0013260588850287029,0.013941502005309608,0.020739572881085522,2019,False,171999,17,7.527717812178474,0.023194063745512066,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty,,2022,3,event_x_2022,0.003291746885100274,0.0029838557876513704,-0.0030337448112538767,0.009617238581454425,0.2862633050346761,2019,False,171999,17,7.527717812178474,0.023194063745512066,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty,,2023,4,event_x_2023,0.00586471882437575,0.002378131643619396,0.0008233049508212398,0.01090613269793026,0.025341989676385124,2019,False,171999,17,7.527717812178474,0.023194063745512066,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty,,2024,5,event_x_2024,0.008050557916788156,0.00388769039882882,-0.00019097756142065145,0.016292093394996963,0.05491418134379433,2019,False,171999,17,7.527717812178474,0.023194063745512066,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty,,2025,6,event_x_2025,0.003809152048001979,0.0038823183340364986,-0.004420995161585827,0.012039299257589784,0.3411210170083876,2019,False,171999,17,7.527717812178474,0.023194063745512066,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,matdep,,2017,-2,event_x_2017,0.005155148559845568,0.0027878083603247385,-0.0007547411564201613,0.011065038276111298,0.08299474791082395,2019,True,171999,17,3.967345911869544,0.13756304526590982,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,matdep,,2018,-1,event_x_2018,0.0006735141840367709,0.002501198510228627,-0.004628789792201203,0.005975818160274746,0.7911585253524018,2019,True,171999,17,3.967345911869544,0.13756304526590982,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,matdep,,2021,2,event_x_2021,0.005254709094495636,0.002654173790227007,-0.000371887988460759,0.01088130617745203,0.06519542959617075,2019,False,171999,17,3.967345911869544,0.13756304526590982,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,matdep,,2022,3,event_x_2022,0.00506034348634199,0.001993891183474966,0.0008334830004228713,0.00928720397226111,0.021931960836217845,2019,False,171999,17,3.967345911869544,0.13756304526590982,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,matdep,,2023,4,event_x_2023,0.009839688047222236,0.0023784250870691973,0.00479765210134347,0.014881723993101,0.0007740305909473832,2019,False,171999,17,3.967345911869544,0.13756304526590982,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,matdep,,2024,5,event_x_2024,0.0064246747710708365,0.0015537953754759639,0.003130775720693862,0.00971857382144781,0.0007776610094500924,2019,False,171999,17,3.967345911869544,0.13756304526590982,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,matdep,,2025,6,event_x_2025,0.007335423225554277,0.0014486892150768857,0.004264339281588108,0.010406507169520447,0.000115164876208107,2019,False,171999,17,3.967345911869544,0.13756304526590982,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty_gap,,2017,-2,event_x_2017,0.0025693888144707393,0.0012894945616330076,-0.00016421754005206245,0.005302995168993541,0.06365512141464325,2019,True,171999,17,5.885050584674865,0.052732395741908245,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty_gap,,2018,-1,event_x_2018,0.0030130684340504664,0.0014091473032379737,2.5809598532945763e-05,0.0060003272695679875,0.04827340655365564,2019,True,171999,17,5.885050584674865,0.052732395741908245,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty_gap,,2021,2,event_x_2021,0.0034875764973307495,0.0012288119329048356,0.0008826115690194758,0.006092541425642023,0.011867896800275446,2019,False,171999,17,5.885050584674865,0.052732395741908245,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty_gap,,2022,3,event_x_2022,0.001350209871465661,0.0010182067035119184,-0.0008082919150118599,0.003508711657943182,0.20343785065919318,2019,False,171999,17,5.885050584674865,0.052732395741908245,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty_gap,,2023,4,event_x_2023,0.0011246212410242536,0.0012493345235179512,-0.0015238496358815122,0.0037730921179300195,0.381375767300864,2019,False,171999,17,5.885050584674865,0.052732395741908245,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty_gap,,2024,5,event_x_2024,0.0022526064022906716,0.0015711189179970283,-0.0010780169176779924,0.005583229722259336,0.17089469792521395,2019,False,171999,17,5.885050584674865,0.052732395741908245,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty_gap,,2025,6,event_x_2025,0.0009397971213900058,0.0017891342954771967,-0.0028529981526105893,0.004732592395390601,0.6065916244139256,2019,False,171999,17,5.885050584674865,0.052732395741908245,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty_gap_sq,,2017,-2,event_x_2017,0.0010530005379723035,0.0009171271383910744,-0.0008912221427625601,0.002997223218707167,0.2677833689753766,2019,True,171999,17,2.112214554646697,0.34780709510145597,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty_gap_sq,,2018,-1,event_x_2018,0.0014811099070129508,0.0011187953998367654,-0.0008906303898453703,0.003852850203871272,0.20415865974839997,2019,True,171999,17,2.112214554646697,0.34780709510145597,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty_gap_sq,,2021,2,event_x_2021,0.0022145927488828117,0.0009750231244608032,0.00014763606047509025,0.004281549437290533,0.0372857218718361,2019,False,171999,17,2.112214554646697,0.34780709510145597,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty_gap_sq,,2022,3,event_x_2022,0.0006076122147071753,0.0006744034072817491,-0.0008220591422022746,0.002037283571616625,0.38097004564555936,2019,False,171999,17,2.112214554646697,0.34780709510145597,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty_gap_sq,,2023,4,event_x_2023,0.00024958499950744124,0.0009451108285578663,-0.0017539604543037703,0.002253130453318653,0.7950894293446644,2019,False,171999,17,2.112214554646697,0.34780709510145597,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty_gap_sq,,2024,5,event_x_2024,0.0010758631279826664,0.0009755206465142624,-0.0009921482600626628,0.0031438745160279956,0.2864003231654131,2019,False,171999,17,2.112214554646697,0.34780709510145597,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_admin,poverty_gap_sq,,2025,6,event_x_2025,0.0005816089514637036,0.0012112336033898196,-0.00198609158295723,0.0031493094858846375,0.6375990433072829,2019,False,171999,17,2.112214554646697,0.34780709510145597,CRV1 asymptotic chi-square Wald diagnostic
