model,exposure_spec,outcome,group,year,rel_year,term,coef,se,ci_low,ci_high,pval_crv1,reference_year,pre_period,n_obs,n_clusters,pretrend_chi2_stat,pretrend_chi2_p,pretrend_inference
continuous,exposure_exp_sim,poverty_gap,,2022,3,event_x_2022,0.00041194819367581495,0.0016230555287425005,-0.0030691596981224927,0.0038930560854741228,0.8033316836286577,2019,False,160572,15,0.0725694866338645,0.9643656577085165,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_sim,poverty_gap,,2023,4,event_x_2023,0.000919384149518313,0.0016615112758671898,-0.0026442031167869615,0.004482971415823588,0.5887573803997124,2019,False,160572,15,0.0725694866338645,0.9643656577085165,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_sim,poverty_gap,,2024,5,event_x_2024,0.0012506804278901067,0.002283392269008569,-0.003646708913973901,0.0061480697697541145,0.5925038454212772,2019,False,160572,15,0.0725694866338645,0.9643656577085165,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_sim,poverty_gap,,2025,6,event_x_2025,0.0019412570081398437,0.002088468004362044,-0.0025380613657581307,0.0064205753820378185,0.36837423981922,2019,False,160572,15,0.0725694866338645,0.9643656577085165,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_sim,poverty_gap_sq,,2017,-2,event_x_2017,-0.00031651809817077403,0.0014981168487285632,-0.003529659172269167,0.002896622975927619,0.8357154532522793,2019,True,160572,15,0.05344119881708355,0.9736332372270319,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_sim,poverty_gap_sq,,2018,-1,event_x_2018,-0.00014004498318858334,0.0013416103339339064,-0.0030175129677829852,0.0027374230014058187,0.9183439570257272,2019,True,160572,15,0.05344119881708355,0.9736332372270319,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_sim,poverty_gap_sq,,2021,2,event_x_2021,0.001459365538302481,0.0013136178346004471,-0.0013580645063599696,0.0042767955829649314,0.2853053857364052,2019,False,160572,15,0.05344119881708355,0.9736332372270319,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_sim,poverty_gap_sq,,2022,3,event_x_2022,-0.0004411204015279982,0.0012037893885947133,-0.0030229918572426515,0.0021407510541866554,0.7195130696171552,2019,False,160572,15,0.05344119881708355,0.9736332372270319,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_sim,poverty_gap_sq,,2023,4,event_x_2023,0.0003034801065632051,0.0012838000569229202,-0.0024499971654731935,0.0030569573785996034,0.8165520554977508,2019,False,160572,15,0.05344119881708355,0.9736332372270319,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_sim,poverty_gap_sq,,2024,5,event_x_2024,0.00025666254148519577,0.0015343046405985668,-0.003034093626881121,0.0035474187098515123,0.8695399068349823,2019,False,160572,15,0.05344119881708355,0.9736332372270319,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_exp_sim,poverty_gap_sq,,2025,6,event_x_2025,0.0010701877243014138,0.001513527823290768,-0.0021760066028858357,0.004316382051488663,0.49111852669790146,2019,False,160572,15,0.05344119881708355,0.9736332372270319,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty,,2017,-2,event_x_2017,0.009006649433805912,0.003578518410455845,0.0014205292921197453,0.016592769575492078,0.02288374988167874,2019,True,171999,17,7.753580144405577,0.020717219342721763,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty,,2018,-1,event_x_2018,0.008157164900376778,0.0031518797125474852,0.0014754783952394,0.014838851405514157,0.019816469221722866,2019,True,171999,17,7.753580144405577,0.020717219342721763,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty,,2021,2,event_x_2021,-0.002471816585442919,0.0027467948780736506,-0.00829476160334505,0.0033511284324592126,0.38152289821072705,2019,False,171999,17,7.753580144405577,0.020717219342721763,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty,,2022,3,event_x_2022,-0.0030659700364112407,0.0021955359878274637,-0.007720298411637653,0.0015883583388151719,0.18164978677896837,2019,False,171999,17,7.753580144405577,0.020717219342721763,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty,,2023,4,event_x_2023,-0.004491008406534632,0.005683151500022029,-0.016538751387708554,0.00755673457463929,0.44094798431404914,2019,False,171999,17,7.753580144405577,0.020717219342721763,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty,,2024,5,event_x_2024,-0.003489028456007273,0.00646685666323413,-0.017198152165701586,0.010220095253687039,0.596953984012365,2019,False,171999,17,7.753580144405577,0.020717219342721763,CRV1 asymptotic chi-square Wald diagnostic
continuous,exposure_cov_admin,poverty,,2025,6,event_x_2025,-0.0036443195096408144,0.00414550903590208,-0.012432406082819229,0.005143767063537601,0.3923584108583853,2019,False,171999,17,7.753580144405577,0.020717219342721763,CRV1 asymptotic chi-square Wald diagnostic
