variable,mean_low,n_hh_low,mean_medium,n_hh_medium,mean_high,n_hh_high,mean_full,n_hh_full,diff_high_low
matdep,0.0350621506193672,7545,0.0335494789606582,11477,0.06092553422984337,23227,0.04971394701347736,42249,0.025863383610476173
poverty,0.1265504575145268,7545,0.1568668651954722,11477,0.23838807528138203,23227,0.20126396530114601,42249,0.11183761776685525
income_net_annual,31960.941196630374,7545,30798.65374472385,11477,26406.608747233015,23227,28356.14603354159,42249,-5554.33244939736
poverty_gap,0.05356398696379315,7545,0.05994283860661644,11477,0.08624639719070036,23227,0.0746332695637534,42249,0.03268241022690721
poverty_gap_sq,0.03469176366807649,7545,0.03614548329050035,11477,0.0488988251450298,23227,0.04344412371432292,42249,0.01420706147695331
hh_size,2.3592801767212137,7545,2.451957689866248,11477,2.5325709081230183,23227,2.4891297591685504,42249,0.17329073140180462
