model,exposure_spec,exposure_label,outcome,outcome_label,pretrend_wald_stat,pretrend_wald_p,lead_mean,lead_max_abs,post_mean,post_max_abs,lead_to_post_ratio,n_obs,n_clusters,expected_pre_years,estimated_pre_years,n_pretrend_terms_expected,n_pretrend_terms_estimated
primary_continuous_event_study,exposure_composite_hybrid,Composite hybrid,matdep,Severe material deprivation,0.9463538664140103,0.6230198285288635,0.0009920370011864124,0.0034952711442692,0.009335953447518378,0.011514922730763608,0.30354273545675914,171933,17,"2017,2018","2017,2018",2,2
primary_continuous_event_study,exposure_composite_hybrid,Composite hybrid,poverty,At-risk-of-poverty,5.133743715001608,0.07677533436771077,0.00650866377567504,0.007386214277116384,0.004384101624331338,0.006049382742090751,1.2209864364713028,171933,17,"2017,2018","2017,2018",2,2
primary_continuous_event_study,exposure_composite_hybrid,Composite hybrid,poverty_gap,Poverty gap,6.352843944567014,0.04173471626122366,0.0020147805157505728,0.0036894358832037124,0.0030187458131519396,0.004321713298169208,0.8536975103754928,171933,17,"2017,2018","2017,2018",2,2
primary_continuous_event_study,exposure_composite_hybrid,Composite hybrid,poverty_gap_sq,Squared poverty gap,3.062231288571928,0.21629422524283606,0.0008796490191486581,0.0023148541650046058,0.0027978156072334557,0.0034778638658987987,0.6655965426658149,171933,17,"2017,2018","2017,2018",2,2
