model,exposure_spec,outcome,group,year,rel_year,term,coef,se,ci_low,ci_high,pval_crv1,pval_wbt,pre_period,reference_year,n_obs,n_clusters,pretrend_wald_stat,pretrend_wald_p
tercile_event_study,exposure_cov_hybrid,poverty,medium,2022,3,yr_2022_x_medium,-0.016327606486547432,0.007524510982295884,-0.03227885719196501,-0.00037635578112986054,0.0454140321073464,0.0776077607760776,False,2019,171999,17,14.69309392430323,0.005381979442906315
tercile_event_study,exposure_cov_hybrid,poverty,medium,2023,4,yr_2023_x_medium,-0.01724570185089229,0.011735601739801408,-0.04212406616864747,0.0076326624668628905,0.16108031409700896,0.19851985198519853,False,2019,171999,17,14.69309392430323,0.005381979442906315
tercile_event_study,exposure_cov_hybrid,poverty,medium,2024,5,yr_2024_x_medium,-0.021654253154181156,0.0136074707764915,-0.050500802562263844,0.0071922962539015325,0.13109249405244383,0.192019201920192,False,2019,171999,17,14.69309392430323,0.005381979442906315
tercile_event_study,exposure_cov_hybrid,poverty,medium,2025,6,yr_2025_x_medium,-0.013331937835779703,0.009488903118938805,-0.033447513841415165,0.006783638169855761,0.17913814543890494,0.22612261226122612,False,2019,171999,17,14.69309392430323,0.005381979442906315
tercile_event_study,exposure_cov_hybrid,matdep,high,2017,-2,yr_2017_x_high,0.016405544890024156,0.010723100883531499,-0.006326413497058387,0.0391375032771067,0.14556463931923047,0.18791879187918792,True,2019,171999,17,27.686471024019557,1.4437359928966422e-05
tercile_event_study,exposure_cov_hybrid,matdep,high,2018,-1,yr_2018_x_high,-0.0012777485598795117,0.005427313529897471,-0.012783139272444373,0.01022764215268535,0.8168624112136507,0.8194819481948195,True,2019,171999,17,27.686471024019557,1.4437359928966422e-05
tercile_event_study,exposure_cov_hybrid,matdep,high,2019,0,reference,0.0,0.0,0.0,0.0,,,True,2019,171999,17,27.686471024019557,1.4437359928966422e-05
tercile_event_study,exposure_cov_hybrid,matdep,high,2021,2,yr_2021_x_high,0.014695737471968725,0.00909437068881562,-0.004583467144333959,0.03397494208827141,0.12565632251826186,0.16031603160316032,False,2019,171999,17,27.686471024019557,1.4437359928966422e-05
tercile_event_study,exposure_cov_hybrid,matdep,high,2022,3,yr_2022_x_high,0.018909223126227004,0.006689232107696365,0.0047286845334005186,0.03308976171905349,0.012149742737285196,0.024302430243024302,False,2019,171999,17,27.686471024019557,1.4437359928966422e-05
tercile_event_study,exposure_cov_hybrid,matdep,high,2023,4,yr_2023_x_high,0.019102585554277216,0.009436389580157651,-0.0009016667222152171,0.03910683783076965,0.059960067915572735,0.09820982098209821,False,2019,171999,17,27.686471024019557,1.4437359928966422e-05
