model,exposure_spec,outcome,term,coef,se,ci_low,ci_high,pval_crv1,pval_wbt,fake_treatment_year,n_obs,n_clusters,diagnostic_flag
continuous_placebo,exposure_composite_hybrid,poverty,post_fake_x_exp,-0.006497358383030897,0.0037332284391896234,-0.014411449134472473,0.001416732368410679,0.10098027784913022,0.11271127112711271,2019,42242,17,placebo_not_statistically_distinguishable_from_zero
continuous_placebo,exposure_composite_hybrid,matdep,post_fake_x_exp,-0.0010715415803139315,0.0020105704963429153,-0.005333760629969186,0.0031906774693413226,0.601390179789504,0.5991599159915991,2019,42242,17,placebo_not_statistically_distinguishable_from_zero
continuous_placebo,exposure_composite_hybrid,poverty_gap,post_fake_x_exp,-0.0020614932432498037,0.0013341172188239203,-0.004889695405216955,0.000766708918717347,0.14184300579248532,0.19431943194319432,2019,42242,17,placebo_not_statistically_distinguishable_from_zero
continuous_placebo,exposure_composite_hybrid,poverty_gap_sq,post_fake_x_exp,-0.0009098573039263456,0.0008766527158025351,-0.002768278041732844,0.000948563433880153,0.3147591043189071,0.325032503250325,2019,42242,17,placebo_not_statistically_distinguishable_from_zero
