model,exposure_spec,outcome,year,rel_year,term,coef,se,ci_low,ci_high,pval_crv1,pval_wbt,pre_period,reference_year,n_obs,n_clusters,pretrend_wald_stat,pretrend_wald_p,lead_mean,lead_max_abs,region_trends
continuous_event_study,exposure_cov_hybrid,poverty_gap_sq,2021,2,yr_2021_x_exp,0.0007093014775141884,0.0016483553937620317,-0.00278505585672188,0.004203658811750257,0.6727111728728226,0.6587658765876587,False,2019,171999,17,10.257544611870106,0.005923828660502305,0.0017711191765599802,0.0037208495829574705,False
continuous_event_study,exposure_cov_hybrid,poverty_gap_sq,2022,3,yr_2022_x_exp,0.0007139136976752564,0.001838447655081954,-0.003183421228673867,0.00461124862402438,0.7028944170783995,0.7806780678067807,False,2019,171999,17,10.257544611870106,0.005923828660502305,0.0017711191765599802,0.0037208495829574705,False
continuous_event_study,exposure_cov_hybrid,poverty_gap_sq,2023,4,yr_2023_x_exp,0.0005037620505434246,0.0021878839417602135,-0.004134344711675138,0.005141868812761988,0.8208149220007757,0.7415741574157416,False,2019,171999,17,10.257544611870106,0.005923828660502305,0.0017711191765599802,0.0037208495829574705,False
continuous_event_study,exposure_cov_hybrid,poverty_gap_sq,2024,5,yr_2024_x_exp,0.0006482401535547181,0.002212169090522888,-0.0040413488242182155,0.0053378291313276515,0.7732627687966271,0.8225822582258225,False,2019,171999,17,10.257544611870106,0.005923828660502305,0.0017711191765599802,0.0037208495829574705,False
continuous_event_study,exposure_cov_hybrid,poverty_gap_sq,2025,6,yr_2025_x_exp,0.00021754747702968505,0.0014215873538557498,-0.0027960830877150396,0.00323117804177441,0.8802868549736442,0.8806880688068807,False,2019,171999,17,10.257544611870106,0.005923828660502305,0.0017711191765599802,0.0037208495829574705,False
continuous_event_study,exposure_composite_sim,poverty,2017,-2,yr_2017_x_exp,0.010415940600509434,0.005386368460069632,-0.0011366707688682323,0.0219685519698871,0.07362040319879015,0.10581058105810581,True,2019,160572,15,3.9327804585505564,0.1399611731786606,0.009252084036656866,0.010415940600509434,False
continuous_event_study,exposure_composite_sim,poverty,2018,-1,yr_2018_x_exp,0.008088227472804297,0.004626832257388949,-0.0018353407600722026,0.018011795705680796,0.10232891152237311,0.12201220122012202,True,2019,160572,15,3.9327804585505564,0.1399611731786606,0.009252084036656866,0.010415940600509434,False
continuous_event_study,exposure_composite_sim,poverty,2019,0,reference,0.0,0.0,0.0,0.0,,,True,2019,160572,15,3.9327804585505564,0.1399611731786606,0.009252084036656866,0.010415940600509434,False
continuous_event_study,exposure_composite_sim,poverty,2021,2,yr_2021_x_exp,0.0013099583486905007,0.005384211993935876,-0.010238027860830543,0.012857944558211543,0.8113046354876499,0.8177817781778178,False,2019,160572,15,3.9327804585505564,0.1399611731786606,0.009252084036656866,0.010415940600509434,False
continuous_event_study,exposure_composite_sim,poverty,2022,3,yr_2022_x_exp,-8.84583666975959e-05,0.004923852963585826,-0.010649072656261102,0.01047215592286591,0.9859200805897244,0.9873987398739874,False,2019,160572,15,3.9327804585505564,0.1399611731786606,0.009252084036656866,0.010415940600509434,False
continuous_event_study,exposure_composite_sim,poverty,2023,4,yr_2023_x_exp,0.0012444969642856167,0.005857318072362385,-0.0113182008642176,0.013807194792788833,0.8348037976386524,0.8426842684268426,False,2019,160572,15,3.9327804585505564,0.1399611731786606,0.009252084036656866,0.010415940600509434,False
continuous_event_study,exposure_composite_sim,poverty,2024,5,yr_2024_x_exp,-0.0008084119832070708,0.006906944357617862,-0.01562233429561485,0.014005510329200707,0.9084882019789087,0.9173917391739174,False,2019,160572,15,3.9327804585505564,0.1399611731786606,0.009252084036656866,0.010415940600509434,False
continuous_event_study,exposure_composite_sim,poverty,2025,6,yr_2025_x_exp,-0.000742714283460503,0.006341299699904169,-0.01434344946391213,0.012858020896991123,0.9084259648978219,0.9464946494649465,False,2019,160572,15,3.9327804585505564,0.1399611731786606,0.009252084036656866,0.010415940600509434,False
continuous_event_study,exposure_composite_sim,matdep,2017,-2,yr_2017_x_exp,0.006741314734157154,0.0045356982600569876,-0.0029867905144250187,0.016469419982739326,0.15937548081983977,0.1622162216221622,True,2019,160572,15,2.218265919734324,0.32984482583077707,0.0026217331038704862,0.006741314734157154,False
continuous_event_study,exposure_composite_sim,matdep,2018,-1,yr_2018_x_exp,-0.0014978485264161819,0.002933219343799236,-0.007788978327739779,0.004793281274907415,0.6175529526785324,0.6473647364736473,True,2019,160572,15,2.218265919734324,0.32984482583077707,0.0026217331038704862,0.006741314734157154,False
continuous_event_study,exposure_composite_sim,matdep,2019,0,reference,0.0,0.0,0.0,0.0,,,True,2019,160572,15,2.218265919734324,0.32984482583077707,0.0026217331038704862,0.006741314734157154,False
continuous_event_study,exposure_composite_sim,matdep,2021,2,yr_2021_x_exp,0.00948637487243515,0.0029684306762052955,0.003119724274103188,0.015853025470767113,0.006474984020247598,0.030303030303030304,False,2019,160572,15,2.218265919734324,0.32984482583077707,0.0026217331038704862,0.006741314734157154,False
continuous_event_study,exposure_composite_sim,matdep,2022,3,yr_2022_x_exp,0.009722703301672525,0.002470117206298609,0.004424828800006553,0.015020577803338497,0.0014918738641227502,0.0215021502150215,False,2019,160572,15,2.218265919734324,0.32984482583077707,0.0026217331038704862,0.006741314734157154,False
continuous_event_study,exposure_composite_sim,matdep,2023,4,yr_2023_x_exp,0.010999013756419127,0.003951708056710828,0.0025234429218482096,0.019474584590990045,0.014652338219300232,0.0856085608560856,False,2019,160572,15,2.218265919734324,0.32984482583077707,0.0026217331038704862,0.006741314734157154,False
continuous_event_study,exposure_composite_sim,matdep,2024,5,yr_2024_x_exp,0.005502694391538584,0.0032906772193558673,-0.0015551063027702547,0.012560495085847424,0.11667422401827832,0.18761876187618762,False,2019,160572,15,2.218265919734324,0.32984482583077707,0.0026217331038704862,0.006741314734157154,False
continuous_event_study,exposure_composite_sim,matdep,2025,6,yr_2025_x_exp,0.007357437511205901,0.003742180304986869,-0.0006687409907181223,0.015383616013129923,0.06944052489780961,0.20932093209320932,False,2019,160572,15,2.218265919734324,0.32984482583077707,0.0026217331038704862,0.006741314734157154,False
continuous_event_study,exposure_composite_sim,poverty_gap,2017,-2,yr_2017_x_exp,0.005577048958456259,0.002722965582864872,-0.00026313137533066303,0.011417229292243182,0.05978188590580813,0.21872187218721872,True,2019,160572,15,5.268528575563716,0.07177175334516993,0.002918112864961684,0.005577048958456259,False
continuous_event_study,exposure_composite_sim,poverty_gap,2018,-1,yr_2018_x_exp,0.0002591767714671091,0.002377180719931604,-0.004839368791417057,0.005357722334351275,0.914728403805035,0.9133913391339133,True,2019,160572,15,5.268528575563716,0.07177175334516993,0.002918112864961684,0.005577048958456259,False
continuous_event_study,exposure_composite_sim,poverty_gap,2019,0,reference,0.0,0.0,0.0,0.0,,,True,2019,160572,15,5.268528575563716,0.07177175334516993,0.002918112864961684,0.005577048958456259,False
continuous_event_study,exposure_composite_sim,poverty_gap,2021,2,yr_2021_x_exp,0.0014888084959666316,0.0024253195265658417,-0.003712984538558896,0.00669060153049216,0.5491526754732909,0.5596559655965596,False,2019,160572,15,5.268528575563716,0.07177175334516993,0.002918112864961684,0.005577048958456259,False
continuous_event_study,exposure_composite_sim,poverty_gap,2022,3,yr_2022_x_exp,0.0005471037923065561,0.002423390030782645,-0.004650550885348778,0.005744758469961891,0.8246508202176681,0.8607860786078608,False,2019,160572,15,5.268528575563716,0.07177175334516993,0.002918112864961684,0.005577048958456259,False
continuous_event_study,exposure_composite_sim,poverty_gap,2023,4,yr_2023_x_exp,-0.00026035640169054893,0.003238357673696285,-0.007205942830950808,0.006685230027569711,0.9370589735215902,0.9392939293929393,False,2019,160572,15,5.268528575563716,0.07177175334516993,0.002918112864961684,0.005577048958456259,False
continuous_event_study,exposure_composite_sim,poverty_gap,2024,5,yr_2024_x_exp,-0.0005018912506301986,0.0035525997296131746,-0.008121459858204925,0.007117677356944528,0.8896659045163684,0.8968896889688969,False,2019,160572,15,5.268528575563716,0.07177175334516993,0.002918112864961684,0.005577048958456259,False
continuous_event_study,exposure_composite_sim,poverty_gap,2025,6,yr_2025_x_exp,-2.367331948653629e-05,0.0033892555602996026,-0.007292903527168521,0.007245556888195449,0.9945255257651344,0.9964996499649965,False,2019,160572,15,5.268528575563716,0.07177175334516993,0.002918112864961684,0.005577048958456259,False
continuous_event_study,exposure_composite_sim,poverty_gap_sq,2017,-2,yr_2017_x_exp,0.003478117976378804,0.0020452370319907877,-0.0009084791834715572,0.007864715136229165,0.11111565166627857,0.3037303730373037,True,2019,160572,15,3.1162387673407133,0.21053162835675426,0.0014404722366081772,0.003478117976378804,False
continuous_event_study,exposure_composite_sim,poverty_gap_sq,2018,-1,yr_2018_x_exp,-0.0005971735031624496,0.0018013924750015051,-0.004460776103260984,0.003266429096936084,0.7451720987080117,0.7571757175717572,True,2019,160572,15,3.1162387673407133,0.21053162835675426,0.0014404722366081772,0.003478117976378804,False
continuous_event_study,exposure_composite_sim,poverty_gap_sq,2019,0,reference,0.0,0.0,0.0,0.0,,,True,2019,160572,15,3.1162387673407133,0.21053162835675426,0.0014404722366081772,0.003478117976378804,False
continuous_event_study,exposure_composite_sim,poverty_gap_sq,2021,2,yr_2021_x_exp,0.0014333395129657565,0.002095504375226606,-0.0030610703754937827,0.005927749401425295,0.5051359641727049,0.538053805380538,False,2019,160572,15,3.1162387673407133,0.21053162835675426,0.0014404722366081772,0.003478117976378804,False
continuous_event_study,exposure_composite_sim,poverty_gap_sq,2022,3,yr_2022_x_exp,0.0011910465742453328,0.0021320319575321403,-0.003381707186484938,0.005763800334975604,0.5852298362585873,0.6533653365336534,False,2019,160572,15,3.1162387673407133,0.21053162835675426,0.0014404722366081772,0.003478117976378804,False
continuous_event_study,exposure_composite_sim,poverty_gap_sq,2023,4,yr_2023_x_exp,0.00037287118729148624,0.0023979593723191645,-0.00477024015262639,0.005515982527209363,0.8786506542986054,0.8814881488148815,False,2019,160572,15,3.1162387673407133,0.21053162835675426,0.0014404722366081772,0.003478117976378804,False
continuous_event_study,exposure_composite_sim,poverty_gap_sq,2024,5,yr_2024_x_exp,0.0002532611551684806,0.0025686766542986805,-0.005256002338536572,0.005762524648873534,0.9228568655263418,0.9416941694169417,False,2019,160572,15,3.1162387673407133,0.21053162835675426,0.0014404722366081772,0.003478117976378804,False
continuous_event_study,exposure_composite_sim,poverty_gap_sq,2025,6,yr_2025_x_exp,0.0008384731074856894,0.002485026811373677,-0.004491379316667401,0.006168325531638779,0.7408132011551882,0.811981198119812,False,2019,160572,15,3.1162387673407133,0.21053162835675426,0.0014404722366081772,0.003478117976378804,False
continuous_event_study,exposure_admin,poverty,2017,-2,yr_2017_x_exp,0.009641100864150315,0.004892276510820628,-0.0007300620363940042,0.020012263764694636,0.0663156600896948,0.0539053905390539,True,2019,171999,17,4.47750058393763,0.1065916295936624,0.008274316797939836,0.009641100864150315,False
continuous_event_study,exposure_admin,poverty,2018,-1,yr_2018_x_exp,0.006907532731729357,0.003512506303618362,-0.0005386479948592702,0.014353713458317985,0.0668282898381174,0.14521452145214522,True,2019,171999,17,4.47750058393763,0.1065916295936624,0.008274316797939836,0.009641100864150315,False
continuous_event_study,exposure_admin,poverty,2019,0,reference,0.0,0.0,0.0,0.0,,,True,2019,171999,17,4.47750058393763,0.1065916295936624,0.008274316797939836,0.009641100864150315,False
continuous_event_study,exposure_admin,poverty,2021,2,yr_2021_x_exp,-0.0016655165373125488,0.003163989287150008,-0.00837287419382113,0.005041841119196033,0.605832920276659,0.6981698169816982,False,2019,171999,17,4.47750058393763,0.1065916295936624,0.008274316797939836,0.009641100864150315,False
continuous_event_study,exposure_admin,poverty,2022,3,yr_2022_x_exp,-0.0021460282014770238,0.0026668919939169915,-0.007799586671832392,0.003507530268878344,0.4327923428400964,0.5073507350735074,False,2019,171999,17,4.47750058393763,0.1065916295936624,0.008274316797939836,0.009641100864150315,False
continuous_event_study,exposure_admin,poverty,2023,4,yr_2023_x_exp,-0.0010206122682865951,0.00459107589758152,-0.010753258392696637,0.008712033856123447,0.8268904364162619,0.8275827582758276,False,2019,171999,17,4.47750058393763,0.1065916295936624,0.008274316797939836,0.009641100864150315,False
continuous_event_study,exposure_admin,poverty,2024,5,yr_2024_x_exp,-0.0012295922893407485,0.005402366001903417,-0.012682096605108545,0.010222912026427047,0.8228381610161666,0.8266826682668267,False,2019,171999,17,4.47750058393763,0.1065916295936624,0.008274316797939836,0.009641100864150315,False
continuous_event_study,exposure_admin,poverty,2025,6,yr_2025_x_exp,-0.0023048347629662292,0.003657169152748628,-0.010057687030026552,0.005448017504094094,0.537445852926755,0.5367536753675367,False,2019,171999,17,4.47750058393763,0.1065916295936624,0.008274316797939836,0.009641100864150315,False
continuous_event_study,exposure_admin,matdep,2017,-2,yr_2017_x_exp,0.004439245339799386,0.002481982873721233,-0.0008223233067786535,0.009700813986377427,0.09263005349210318,0.1344134413441344,True,2019,171999,17,4.203689402097099,0.12223074097815795,0.000554450226184887,0.004439245339799386,False
continuous_event_study,exposure_admin,matdep,2018,-1,yr_2018_x_exp,-0.0033303448874296123,0.002053436698303356,-0.007683436225778294,0.0010227464509190692,0.12437459100692783,0.1189118911891189,True,2019,171999,17,4.203689402097099,0.12223074097815795,0.000554450226184887,0.004439245339799386,False
continuous_event_study,exposure_admin,matdep,2019,0,reference,0.0,0.0,0.0,0.0,,,True,2019,171999,17,4.203689402097099,0.12223074097815795,0.000554450226184887,0.004439245339799386,False
continuous_event_study,exposure_admin,matdep,2021,2,yr_2021_x_exp,0.00461712604966375,0.0018468564462687037,0.0007019652823177904,0.00853228681700971,0.023674613996942595,0.1713171317131713,False,2019,171999,17,4.203689402097099,0.12223074097815795,0.000554450226184887,0.004439245339799386,False
continuous_event_study,exposure_admin,matdep,2022,3,yr_2022_x_exp,0.006750071941093448,0.0019179989348265308,0.0026840958352539633,0.010816048046932931,0.0028449849799976334,0.09070907090709071,False,2019,171999,17,4.203689402097099,0.12223074097815795,0.000554450226184887,0.004439245339799386,False
continuous_event_study,exposure_admin,matdep,2023,4,yr_2023_x_exp,0.0069102284776192836,0.0027200173845092217,0.001144049210224248,0.012676407745014318,0.021817738999137193,0.1932193219321932,False,2019,171999,17,4.203689402097099,0.12223074097815795,0.000554450226184887,0.004439245339799386,False
continuous_event_study,exposure_admin,matdep,2024,5,yr_2024_x_exp,0.0027925882104465694,0.002401486369704449,-0.0022983354706975047,0.007883511891590644,0.2619379601707488,0.5478547854785478,False,2019,171999,17,4.203689402097099,0.12223074097815795,0.000554450226184887,0.004439245339799386,False
continuous_event_study,exposure_admin,matdep,2025,6,yr_2025_x_exp,0.005969221819490523,0.003087788393744235,-0.0005765971592817656,0.012515040798262812,0.07111113457247886,0.48224822482248225,False,2019,171999,17,4.203689402097099,0.12223074097815795,0.000554450226184887,0.004439245339799386,False
continuous_event_study,exposure_admin,poverty_gap,2017,-2,yr_2017_x_exp,0.006029678925055741,0.0014630570573630531,0.00292813651608875,0.009131221334022733,0.0008000405075134776,0.052405240524052404,True,2019,171999,17,17.75729062865085,0.00013933278990404665,0.003651541889811557,0.006029678925055741,False
continuous_event_study,exposure_admin,poverty_gap,2018,-1,yr_2018_x_exp,0.0012734048545673725,0.0019754705029843816,-0.0029144055331644953,0.00546121524229924,0.5283155380088078,0.527952795279528,True,2019,171999,17,17.75729062865085,0.00013933278990404665,0.003651541889811557,0.006029678925055741,False
continuous_event_study,exposure_admin,poverty_gap,2019,0,reference,0.0,0.0,0.0,0.0,,,True,2019,171999,17,17.75729062865085,0.00013933278990404665,0.003651541889811557,0.006029678925055741,False
continuous_event_study,exposure_admin,poverty_gap,2021,2,yr_2021_x_exp,-0.00014344264242344796,0.0017332838441150274,-0.0038178402486174815,0.0035309549637705857,0.9350706882543003,0.9402940294029403,False,2019,171999,17,17.75729062865085,0.00013933278990404665,0.003651541889811557,0.006029678925055741,False
continuous_event_study,exposure_admin,poverty_gap,2022,3,yr_2022_x_exp,-0.00025271428753185035,0.0018611820989144004,-0.004198244081836225,0.0036928155067725245,0.8936875856397819,0.8931893189318932,False,2019,171999,17,17.75729062865085,0.00013933278990404665,0.003651541889811557,0.006029678925055741,False
continuous_event_study,exposure_admin,poverty_gap,2023,4,yr_2023_x_exp,-0.00011421752958011042,0.002973306731826781,-0.006417346226589933,0.006188911167429712,0.9698325790428748,0.9590959095909591,False,2019,171999,17,17.75729062865085,0.00013933278990404665,0.003651541889811557,0.006029678925055741,False
continuous_event_study,exposure_admin,poverty_gap,2024,5,yr_2024_x_exp,0.00020342319470628142,0.002972657979047036,-0.006098330207847874,0.006505176597260438,0.9462901247477582,0.9580958095809581,False,2019,171999,17,17.75729062865085,0.00013933278990404665,0.003651541889811557,0.006029678925055741,False
continuous_event_study,exposure_admin,poverty_gap,2025,6,yr_2025_x_exp,-0.0005236173693355311,0.0018591772328628356,-0.0044648970374729655,0.003417662298801903,0.7818301731269064,0.8038803880388039,False,2019,171999,17,17.75729062865085,0.00013933278990404665,0.003651541889811557,0.006029678925055741,False
continuous_event_study,exposure_admin,poverty_gap_sq,2017,-2,yr_2017_x_exp,0.004029151099473111,0.0010587423672000836,0.0017847175447355985,0.006273584654210624,0.0015542570579698545,0.19671967196719672,True,2019,171999,17,15.9820053381479,0.0003384945151725479,0.002159050263965823,0.004029151099473111,False
continuous_event_study,exposure_admin,poverty_gap_sq,2018,-1,yr_2018_x_exp,0.0002889494284585356,0.0016264927484714265,-0.0031590611681709844,0.003736960025088056,0.8612260387666026,0.8742874287428742,True,2019,171999,17,15.9820053381479,0.0003384945151725479,0.002159050263965823,0.004029151099473111,False
continuous_event_study,exposure_admin,poverty_gap_sq,2019,0,reference,0.0,0.0,0.0,0.0,,,True,2019,171999,17,15.9820053381479,0.0003384945151725479,0.002159050263965823,0.004029151099473111,False
continuous_event_study,exposure_admin,poverty_gap_sq,2021,2,yr_2021_x_exp,0.00020188475533655857,0.0017630363790586254,-0.0035355854073496735,0.0039393549180227905,0.910258440691011,0.8804880488048805,False,2019,171999,17,15.9820053381479,0.0003384945151725479,0.002159050263965823,0.004029151099473111,False
continuous_event_study,exposure_admin,poverty_gap_sq,2022,3,yr_2022_x_exp,0.0006428355589197756,0.001879829419974264,-0.0033422247901156842,0.004627895907955235,0.7368277904265086,0.8492849284928493,False,2019,171999,17,15.9820053381479,0.0003384945151725479,0.002159050263965823,0.004029151099473111,False
continuous_event_study,exposure_admin,poverty_gap_sq,2023,4,yr_2023_x_exp,0.0004849564901011088,0.0022414577359000563,-0.004266721642213896,0.005236634622416114,0.8314433699415744,0.7571757175717572,False,2019,171999,17,15.9820053381479,0.0003384945151725479,0.002159050263965823,0.004029151099473111,False
continuous_event_study,exposure_admin,poverty_gap_sq,2024,5,yr_2024_x_exp,0.0009286226940762532,0.002111335429789879,-0.0035472084719688963,0.005404453860121403,0.6659454425113494,0.7896789678967897,False,2019,171999,17,15.9820053381479,0.0003384945151725479,0.002159050263965823,0.004029151099473111,False
continuous_event_study,exposure_admin,poverty_gap_sq,2025,6,yr_2025_x_exp,7.474710022860918e-05,0.0012842601900920224,-0.002647762882326365,0.0027972570827835834,0.9543080710033567,0.9621962196219622,False,2019,171999,17,15.9820053381479,0.0003384945151725479,0.002159050263965823,0.004029151099473111,False
