year,coef,se,ci_low,ci_high,pval,pval_wbt
2017,0.003356873889904325,0.0025821857781807324,-0.0021813637928683855,0.008895111572677035,0.19359667159258886,0.27462746274627464
2018,-0.0006467652012409562,0.0038816750907462484,-0.008972130262695643,0.0076785998602137305,0.8676689550844398,0.9628962896289629
2019,0.0,0.0,0.0,0.0,,
2021,0.008181061184995298,0.003415158526827612,0.0008562746395264576,0.01550584773046414,0.01659706552965748,0.3102310231023102
2022,0.004294205812472846,0.0021125636329507595,-0.0002367925448592172,0.00882520416980491,0.04208295061123952,0.4069406940694069
2023,0.0030830858728032626,0.002648263743204923,-0.0025968749497180302,0.008763046695324555,0.24434645495080187,0.516951695169517
2024,0.007255647326821979,0.0023864792738522997,0.002137158349271819,0.01237413630437214,0.0023633129374093357,0.525952595259526
2025,0.005048101800044295,0.0032372115242931287,-0.0018950263832337097,0.0119912299833223,0.11890216382864005,0.46164616461646163
