outcome,exposure_spec,coef,se,ci_low,ci_high,pval_cluster,pval_wbt,n_obs,n_clusters,verdict
poverty_gap,exposure_cov_hybrid,-0.0001470573071459645,0.0012351800901266002,-0.002765522125697931,0.0024714075114060023,0.9067119111562949,0.930993099309931,42242,17,PASS
poverty_gap_sq,exposure_cov_hybrid,-0.0002683274605860016,0.0005154109002452076,-0.0013609497592922148,0.0008242948381202115,0.6097689180050982,0.5832583258325833,42242,17,PASS
