outcome,exposure_spec,coef,se,ci_low,ci_high,pval_cluster,pval_wbt,n_obs,n_clusters,r2_within,label
poverty_gap,exposure_composite_hybrid,-0.0018556562504560812,0.0029358261711786952,-0.008152377140440844,0.004441064639528681,0.5375251637549623,0.5574557455745575,141345,15,,covid_robust_2022_2025
poverty_gap,exposure_exp_hybrid,0.0001433244246062958,0.0028646849775369795,-0.006000813780293131,0.0062874626295057225,0.9608041024834213,0.9646964696469646,141345,15,,covid_robust_2022_2025
poverty_gap,exposure_cov_hybrid,-0.002374841868639103,0.0026902876533926364,-0.008144935014305256,0.0033952512770270503,0.39227890746082417,0.44824482448244823,141345,15,,covid_robust_2022_2025
poverty_gap,exposure_composite_sim,-0.0011785876789292846,0.003228065705726687,-0.008102100032295875,0.005744924674437306,0.7204886108134785,0.733973397339734,141345,15,,covid_robust_2022_2025
poverty_gap,exposure_admin,-0.006495698171634607,0.006485425441548141,-0.020405552324150505,0.0074141559808812915,0.3335425585886729,0.3406340634063406,141345,15,,covid_robust_2022_2025
poverty_gap_sq,exposure_composite_hybrid,9.049564897897645e-05,0.002574838447112851,-0.005431983575927616,0.0056129748738855696,0.9724594071197172,0.9745974597459746,141345,15,,covid_robust_2022_2025
poverty_gap_sq,exposure_exp_hybrid,0.0008999154687254756,0.0023177520206402605,-0.0040711682110383465,0.005870999148489297,0.7036558173186993,0.7202720272027203,141345,15,,covid_robust_2022_2025
poverty_gap_sq,exposure_cov_hybrid,-0.0004005257923224334,0.002407250026541122,-0.005563563603737612,0.004762512019092746,0.8702345021680629,0.83008300830083,141345,15,,covid_robust_2022_2025
poverty_gap_sq,exposure_composite_sim,0.0004516531373011817,0.00269801971347423,-0.005335023627898155,0.006238329902500518,0.8694479695476327,0.8734873487348734,141345,15,,covid_robust_2022_2025
poverty_gap_sq,exposure_admin,-0.002099034011750139,0.006036253787671999,-0.015045510780442464,0.010847442756942187,0.7332098257978483,0.6954695469546954,141345,15,,covid_robust_2022_2025
