outcome,model,wald_stat,wald_p,lead_mean,lead_max_abs,n_pre_terms,n_obs,n_clusters
poverty_gap_sq,baseline_exposure_composite_sim,3.1162387673407133,0.21053162835675426,0.0014404722366081772,0.003478117976378804,2,160572,15
