year,rel_year,coef,se,pval_crv1,pval_wbt,ci_low,ci_high,pre_period,model,pretrend_wald_stat,pretrend_wald_p,lead_mean,lead_max_abs
2017,-2,-0.5401617203547063,0.0017852057716329554,0.0,0.0,-0.5439463565905682,-0.5363770841188444,True,region_trends,127750.56165158654,0.0,-0.4059807780495951,0.5401617203547063
2018,-1,-0.27179983574448385,0.001569885942751931,0.0,0.0,-0.27512799394311793,-0.2684716775458498,True,region_trends,127750.56165158654,0.0,-0.4059807780495951,0.5401617203547063
2019,0,0.0,0.0,,,0.0,0.0,True,region_trends,127750.56165158654,0.0,-0.4059807780495951,0.5401617203547063
2021,2,0.5442624273212945,0.0014685216769193073,0.0,0.0,0.5411491613662256,0.5473756932763634,False,region_trends,127750.56165158654,0.0,-0.4059807780495951,0.5401617203547063
2022,3,0.8167877742053253,0.0015156697621762523,0.0,0.0,0.8135745543095116,0.820000994101139,False,region_trends,127750.56165158654,0.0,-0.4059807780495951,0.5401617203547063
2023,4,1.0887063421540404,0.0017570069169554655,0.0,0.0,1.0849814874900947,1.092431196817986,False,region_trends,127750.56165158654,0.0,-0.4059807780495951,0.5401617203547063
2024,5,1.3612345168911735,0.001715370663732209,0.0,1.0,1.3575979310840611,1.3648711026982858,False,region_trends,127750.56165158654,0.0,-0.4059807780495951,0.5401617203547063
2025,6,1.6324321698388522,0.0023372390254546545,0.0,1.0,1.6274772231048884,1.637387116572816,False,region_trends,127750.56165158654,0.0,-0.4059807780495951,0.5401617203547063
