outcome,model,wald_stat,wald_p,lead_mean,lead_max_abs,n_pre_terms,n_obs,n_clusters
poverty_gap,baseline_exposure_exp_hybrid,7.600077316834829,0.022369907054245335,0.0008382022347689576,0.0031388594907016273,2,171999,17
