year,rel_year,coef,se,pval_crv1,pval_wbt,ci_low,ci_high,pre_period,model,pretrend_wald_stat,pretrend_wald_p,lead_mean,lead_max_abs
2017,-2,0.010804743411861054,0.004761554128923065,0.03744378002976756,0.0214021402140214,0.0007102486585441551,0.020899238165177955,True,baseline_exposure_cov_hybrid,6.736895625282449,0.03444305795250169,0.009538516460752926,0.010804743411861054
2018,-1,0.008272289509644799,0.0032294490654007964,0.020910362294833007,0.0333033303330333,0.00142585749099511,0.015118721528294488,True,baseline_exposure_cov_hybrid,6.736895625282449,0.03444305795250169,0.009538516460752926,0.010804743411861054
2019,0,0.0,0.0,,,0.0,0.0,True,baseline_exposure_cov_hybrid,6.736895625282449,0.03444305795250169,0.009538516460752926,0.010804743411861054
2021,2,-2.4349161291768617e-05,0.003561253811400055,0.9946292357195246,0.9965996599659966,-0.007574207241459886,0.0075255089188763485,False,baseline_exposure_cov_hybrid,6.736895625282449,0.03444305795250169,0.009538516460752926,0.010804743411861054
2022,3,-0.0014426744607622857,0.002807788064292361,0.6144062914479571,0.6391639163916392,-0.007395185157062091,0.00450983623553752,False,baseline_exposure_cov_hybrid,6.736895625282449,0.03444305795250169,0.009538516460752926,0.010804743411861054
2023,4,-0.0006531742232858444,0.004293517743648427,0.8809859661717003,0.9007900790079008,-0.00975543183982051,0.008449083393248822,False,baseline_exposure_cov_hybrid,6.736895625282449,0.03444305795250169,0.009538516460752926,0.010804743411861054
2024,5,-0.0007665567866922411,0.004843337576760015,0.8762241121730623,0.8873887388738874,-0.011034432449423474,0.009501318876038993,False,baseline_exposure_cov_hybrid,6.736895625282449,0.03444305795250169,0.009538516460752926,0.010804743411861054
2025,6,-0.0018254757199745227,0.0035268852349874553,0.6118273626739201,0.624062406240624,-0.009302472418147929,0.005651520978198883,False,baseline_exposure_cov_hybrid,6.736895625282449,0.03444305795250169,0.009538516460752926,0.010804743411861054
