outcome,model,wald_stat,wald_p,lead_mean,lead_max_abs,n_pre_terms,n_obs,n_clusters
matdep,baseline_exposure_composite_sim,2.218265919734324,0.32984482583077707,0.0026217331038704862,0.006741314734157154,2,160572,15
