year,rel_year,coef,se,pval_crv1,pval_wbt,ci_low,ci_high,pre_period,pretrend_wald_stat,pretrend_wald_p
2017,-2,-0.000364934329115118,0.0017492221354658746,0.8377445756085535,0.8417841784178418,-0.004073285256302773,0.0033434165980725365,True,0.640567270731738,0.7259431047321134
2018,-1,-0.0016195490822549156,0.0021122634571424225,0.45597389382279174,0.5352535253525352,-0.006097547611396852,0.00285844944688702,True,0.640567270731738,0.7259431047321134
2019,0,0.0,0.0,,,0.0,0.0,True,0.640567270731738,0.7259431047321134
2021,2,0.0005634970987372243,0.0015807462033687301,0.7267997950573879,0.7342734273427343,-0.0027876848524044837,0.0039146790498789325,False,0.640567270731738,0.7259431047321134
2022,3,-0.0012171395434044413,0.0026040495814367215,0.6474037994220605,0.7135713571357136,-0.006737724656050291,0.004303445569241409,False,0.640567270731738,0.7259431047321134
2023,4,-0.0005770380255973697,0.0021430170767410142,0.7916540912863699,0.7982798279827983,-0.00512023422828832,0.00396615817709358,False,0.640567270731738,0.7259431047321134
2024,5,-0.00028679938742175274,0.0026300344777790098,0.9147121939755332,0.9184918491849184,-0.005862472480313253,0.005288873705469748,False,0.640567270731738,0.7259431047321134
2025,6,-0.00026251075770004423,0.0023243975653877607,0.9116838650213914,0.9301930193019302,-0.0051902335963220966,0.004665212080922009,False,0.640567270731738,0.7259431047321134
