year,rel_year,coef,se,pval_crv1,pval_wbt,ci_low,ci_high,pre_period,pretrend_wald_stat,pretrend_wald_p
2017,-2,-1572.884907105032,203.57790141050185,8.68666581110844e-07,0.0,-2004.4700580952958,-1141.2997561147681,True,134.98528708325023,4.8788485941111794e-30
2018,-1,-330.3152398064917,217.5769024926138,0.1484861162169342,1.0,-791.578273090833,130.9477934778496,True,134.98528708325023,4.8788485941111794e-30
2019,0,0.0,0.0,,,0.0,0.0,True,134.98528708325023,4.8788485941111794e-30
2021,2,2335.500864533653,276.6389830743208,2.7394753532306027e-07,0.0,1749.0262204160929,2921.975508651213,False,134.98528708325023,4.8788485941111794e-30
2022,3,3009.5436224806213,325.213724175982,7.98758843512104e-08,0.0,2320.0905272275395,3698.996717733703,False,134.98528708325023,4.8788485941111794e-30
2023,4,3562.1031610464934,173.4204772952617,6.341593916658894e-13,0.0,3194.4517491805386,3929.754572912448,False,134.98528708325023,4.8788485941111794e-30
2024,5,4426.053552463036,142.43589085922525,8.881784197001252e-16,0.0,4124.089463841478,4728.017641084593,False,134.98528708325023,4.8788485941111794e-30
2025,6,4923.336129472492,211.58541398324869,9.170442183403793e-14,1.0,4474.7750518280045,5371.897207116979,False,134.98528708325023,4.8788485941111794e-30
