outcome,model,wald_stat,wald_p,lead_mean,lead_max_abs,n_pre_terms,n_obs,n_clusters
poverty,baseline_exposure_composite_hybrid,4.9058708538317415,0.08604064940369678,0.00898564565505949,0.011287686627831564,2,171999,17
